No.,Longitude,Latitude,Climate,MAT (C),MAP(mm),Ecosystem,Restoration time (years),Soil depth (cm),Ambient SOC(g kg-1),lnRR.SOC,lnRR.TN,lnRR.TP,lnRR.AN,lnRR.AP,lnRR.MBC,lnRR.MBN,lnRR.MBP,lnRR.invertase,lnRR.urease,lnRR.catalase,lnRR.phosphatase
1323,109.27,36.73,Temperate,8.8,549.1,Forest,20,35,1.7,0.3976,-0.3823,0.1144,,,,,,,,,
1324,109.27,36.73,Temperate,8.8,549.1,Forest,30,35,1.7,0.5167,0.5484,0.7782,,,,,,,,,
1325,109.27,36.73,Temperate,8.8,549.1,Forest,40,35,1.7,0.6199,-0.4185,0.0592,,,,,,,,,
1326,109.27,36.73,Temperate,8.8,549.1,Forest,25,35,1.7,0.3614,-0.3656,0.4608,,,,,,,,,
1327,109.27,36.73,Temperate,8.8,549.1,Forest,20,45,1.65,0.2459,-0.0982,0.1395,,,,,,,,,
1328,109.27,36.73,Temperate,8.8,549.1,Forest,30,45,1.65,0.4547,0.9976,0.6405,,,,,,,,,
1329,109.27,36.73,Temperate,8.8,549.1,Forest,40,45,1.65,0.6274,0.1925,0.4007,,,,,,,,,
1330,109.27,36.73,Temperate,8.8,549.1,Forest,25,45,1.65,0.274,-0.0249,0.3958,,,,,,,,,
1331,109.27,36.73,Temperate,8.8,549.1,Forest,20,55,1.6,0.1823,-0.6401,-0.0844,,,,,,,,,
1332,109.27,36.73,Temperate,8.8,549.1,Forest,30,55,1.6,0.4302,-0.0638,0.4064,,,,,,,,,
1333,109.27,36.73,Temperate,8.8,549.1,Forest,40,55,1.6,0.6286,0.012,0.0503,,,,,,,,,
1334,109.27,36.73,Temperate,8.8,549.1,Forest,25,55,1.6,0.2029,-0.3078,0.5572,,,,,,,,,
1335,109.27,36.73,Temperate,8.8,549.1,Forest,20,65,1.58,0.1738,-1.0153,0.1307,,,,,,,,,
1336,109.27,36.73,Temperate,8.8,549.1,Forest,30,65,1.58,0.4305,0.4889,0.9683,,,,,,,,,
1337,109.27,36.73,Temperate,8.8,549.1,Forest,40,65,1.58,0.6311,-0.3156,0.037,,,,,,,,,
1338,109.27,36.73,Temperate,8.8,549.1,Forest,25,65,1.58,0.1738,-1.3308,-0.4933,,,,,,,,,
1339,109.27,36.73,Temperate,8.8,549.1,Forest,20,75,1.55,0.1769,-0.3191,0.3165,,,,,,,,,
1340,109.27,36.73,Temperate,8.8,549.1,Forest,30,75,1.55,0.4246,0.9541,1.0264,,,,,,,,,
1341,109.27,36.73,Temperate,8.8,549.1,Forest,40,75,1.55,0.623,-0.1376,0,,,,,,,,,
1342,109.27,36.73,Temperate,8.8,549.1,Forest,25,75,1.55,0.144,-0.1595,0.1271,,,,,,,,,
1343,109.27,36.73,Temperate,8.8,549.1,Forest,20,85,1.53,0.179,-0.4617,0.3318,,,,,,,,,
1344,109.27,36.73,Temperate,8.8,549.1,Forest,30,85,1.53,0.446,1.2069,1.8213,,,,,,,,,
1345,109.27,36.73,Temperate,8.8,549.1,Forest,40,85,1.53,0.6531,0.7868,1.1593,,,,,,,,,
1346,109.27,36.73,Temperate,8.8,549.1,Forest,25,85,1.53,0.1229,-0.1757,0.2098,,,,,,,,,
1347,109.27,36.73,Temperate,8.8,549.1,Forest,20,95,1.5,0.1823,-0.4684,0.0087,,,,,,,,,
1348,109.27,36.73,Temperate,8.8,549.1,Forest,30,95,1.5,0.4574,1.4338,1.4967,,,,,,,,,
1349,109.27,36.73,Temperate,8.8,549.1,Forest,40,95,1.5,0.6695,1.3076,1.3987,,,,,,,,,
1350,109.27,36.73,Temperate,8.8,549.1,Forest,25,95,1.5,0.0953,-0.0371,0.1791,,,,,,,,,
1351,109.27,36.73,Temperate,8.8,549.1,Forest,20,110,1.52,0.1466,-0.8828,-0.315,,,,,,,,,
1352,109.27,36.73,Temperate,8.8,549.1,Forest,30,110,1.52,0.5291,1.789,1.9393,,,,,,,,,
1353,109.27,36.73,Temperate,8.8,549.1,Forest,40,110,1.52,0.6391,0.5181,0.2657,,,,,,,,,
1354,109.27,36.73,Temperate,8.8,549.1,Forest,25,110,1.52,-0.061,0.2171,0.0083,,,,,,,,,
1355,109.27,36.73,Temperate,8.8,549.1,Forest,20,130,1.5,0.1655,-0.7223,0.1504,,,,,,,,,
1356,109.27,36.73,Temperate,8.8,549.1,Forest,30,130,1.5,0.5148,1.6821,,,,,,,,,,
1357,109.27,36.73,Temperate,8.8,549.1,Forest,40,130,1.5,0.4404,0.1511,0.6664,,,,,,,,,
1358,109.27,36.73,Temperate,8.8,549.1,Forest,25,130,1.5,-0.069,-1.2328,-0.2844,,,,,,,,,
1359,109.27,36.73,Temperate,8.8,549.1,Forest,20,150,1.48,0.1846,-1.1238,-0.083,,,,,,,,,
1360,109.27,36.73,Temperate,8.8,549.1,Forest,30,150,1.48,0.5,1.8443,,,,,,,,,,
1361,109.27,36.73,Temperate,8.8,549.1,Forest,40,150,1.48,0.1902,0.4922,0.8188,,,,,,,,,
1362,109.27,36.73,Temperate,8.8,549.1,Forest,25,150,1.48,-0.07,-1.6197,-0.8361,,,,,,,,,
1363,109.27,36.73,Temperate,8.8,549.1,Forest,20,170,1.47,0.2025,-1.0283,-0.3105,,,,,,,,,
1364,109.27,36.73,Temperate,8.8,549.1,Forest,30,170,1.47,0.4776,0.3847,0.7544,,,,,,,,,
1365,109.27,36.73,Temperate,8.8,549.1,Forest,40,170,1.47,0.1744,-0.0161,0.3879,,,,,,,,,
1366,109.27,36.73,Temperate,8.8,549.1,Forest,25,170,1.47,-0.1946,-1.2509,-0.52,,,,,,,,,
1367,109.27,36.73,Temperate,8.8,549.1,Forest,20,190,1.46,0.2204,-1.3829,-0.7682,,,,,,,,,
1368,109.27,36.73,Temperate,8.8,549.1,Forest,30,190,1.46,0.4588,0.1339,0.4519,,,,,,,,,
1369,109.27,36.73,Temperate,8.8,549.1,Forest,40,190,1.46,0.1639,-0.813,-0.3,,,,,,,,,
1370,109.27,36.73,Temperate,8.8,549.1,Forest,25,190,1.46,-0.3392,-1.9482,-1.307,,,,,,,,,
1371,109.34,36.85,Temperate,8.9,535,Forest,20,5,3.12,0.7243,-1.2366,-0.1283,,,,,,,,,
1372,109.34,36.85,Temperate,8.9,535,Forest,35,5,3.12,0.8345,-1.0703,-0.1815,,,,,,,,,
1373,109.34,36.85,Temperate,8.9,535,Forest,45,5,3.12,1.5492,-0.3034,-0.1197,,,,,,,,,
1374,109.34,36.85,Temperate,8.9,535,Forest,20,15,2.08,0.9018,-0.9879,0.7903,,,,,,,,,
1375,109.34,36.85,Temperate,8.9,535,Forest,35,15,2.08,0.9259,-0.5952,0.7645,,,,,,,,,
1376,109.34,36.85,Temperate,8.9,535,Forest,45,15,2.08,1.8033,-0.0246,0.8343,,,,,,,,,
1377,109.34,36.85,Temperate,8.9,535,Forest,20,25,1.82,0.6716,-0.8055,0.2489,,,,,,,,,
1378,109.34,36.85,Temperate,8.9,535,Forest,35,25,1.82,1.1059,-0.822,0.1931,,,,,,,,,
1379,109.34,36.85,Temperate,8.9,535,Forest,45,25,1.82,1.8326,0.1835,0.1869,,,,,,,,,
1380,109.34,36.85,Temperate,8.9,535,Forest,20,35,1.7,0.3857,-0.2937,0.1961,,,,,,,,,
1381,109.34,36.85,Temperate,8.9,535,Forest,35,35,1.7,0.9872,-0.1131,0.1397,,,,,,,,,
1382,109.34,36.85,Temperate,8.9,535,Forest,45,35,1.7,1.3218,-0.236,0.2308,,,,,,,,,
1383,109.34,36.85,Temperate,8.9,535,Forest,20,45,1.65,0.5553,0.0063,0.2413,,,,,,,,,
1384,109.34,36.85,Temperate,8.9,535,Forest,35,45,1.65,0.8698,0.0332,0.2315,,,,,,,,,
1385,109.34,36.85,Temperate,8.9,535,Forest,45,45,1.65,1.3318,0.5985,0.261,,,,,,,,,
1386,109.34,36.85,Temperate,8.9,535,Forest,20,55,1.6,0.586,-0.1774,0.368,,,,,,,,,
1387,109.34,36.85,Temperate,8.9,535,Forest,35,55,1.6,0.8683,-0.1194,0.3317,,,,,,,,,
1388,109.34,36.85,Temperate,8.9,535,Forest,45,55,1.6,1.4488,-0.0914,0.31,,,,,,,,,
1389,109.34,36.85,Temperate,8.9,535,Forest,20,65,1.58,0.2665,-0.8538,0.3068,,,,,,,,,
1390,109.34,36.85,Temperate,8.9,535,Forest,35,65,1.58,0.8643,-0.1997,0.2727,,,,,,,,,
1391,109.34,36.85,Temperate,8.9,535,Forest,45,65,1.58,1.0604,-0.0863,0.2571,,,,,,,,,
1392,109.34,36.85,Temperate,8.9,535,Forest,20,75,1.55,0.2549,-0.2778,0.35,,,,,,,,,
1393,109.34,36.85,Temperate,8.9,535,Forest,35,75,1.55,0.721,0.213,0.3228,,,,,,,,,
1394,109.34,36.85,Temperate,8.9,535,Forest,45,75,1.55,1.0932,0.2426,0.3366,,,,,,,,,
1395,109.34,36.85,Temperate,8.9,535,Forest,20,85,1.53,-0.5588,-0.5339,0.2778,,,,,,,,,
1396,109.34,36.85,Temperate,8.9,535,Forest,35,85,1.53,0.6523,-0.3666,0.2593,,,,,,,,,
1397,109.34,36.85,Temperate,8.9,535,Forest,45,85,1.53,0.2361,-0.1588,0.221,,,,,,,,,
1398,109.34,36.85,Temperate,8.9,535,Forest,20,95,1.5,0.2231,-0.3049,0.1643,,,,,,,,,
1399,109.34,36.85,Temperate,8.9,535,Forest,35,95,1.5,0.865,0.0194,0.0865,,,,,,,,,
1400,109.34,36.85,Temperate,8.9,535,Forest,45,95,1.5,-0.1335,0.0346,0.1022,,,,,,,,,
1401,109.34,36.85,Temperate,8.9,535,Forest,20,110,1.52,-0.9941,-0.6097,-0.046,,,,,,,,,
1402,109.34,36.85,Temperate,8.9,535,Forest,35,110,1.52,0.9196,-0.2764,-0.1116,,,,,,,,,
1403,109.34,36.85,Temperate,8.9,535,Forest,45,110,1.52,0.7977,0.1402,-0.1096,,,,,,,,,
1404,109.34,36.85,Temperate,8.9,535,Forest,20,130,1.5,-1.5686,-0.8578,-0.0109,,,,,,,,,
1405,109.34,36.85,Temperate,8.9,535,Forest,35,130,1.5,0.5108,-0.7069,-0.0257,,,,,,,,,
1406,109.34,36.85,Temperate,8.9,535,Forest,45,130,1.5,0.6506,-0.5755,-0.0692,,,,,,,,,
1407,109.34,36.85,Temperate,8.9,535,Forest,20,150,1.48,-0.9674,-1.1608,-0.1156,,,,,,,,,
1408,109.34,36.85,Temperate,8.9,535,Forest,35,150,1.48,0.664,-0.9465,-0.1515,,,,,,,,,
1409,109.34,36.85,Temperate,8.9,535,Forest,45,150,1.48,-0.392,-0.4897,-0.1645,,,,,,,,,
1410,109.34,36.85,Temperate,8.9,535,Forest,20,170,1.47,-0.1133,-1.0525,-0.3226,,,,,,,,,
1411,109.34,36.85,Temperate,8.9,535,Forest,35,170,1.47,0.6923,-0.74,-0.3442,,,,,,,,,
1412,109.34,36.85,Temperate,8.9,535,Forest,45,170,1.47,0.0202,-0.7701,-0.3496,,,,,,,,,
1413,109.34,36.85,Temperate,8.9,535,Forest,20,190,1.46,-0.0155,-1.1241,-0.635,,,,,,,,,
1414,109.34,36.85,Temperate,8.9,535,Forest,35,190,1.46,0.9598,-0.8936,-0.5642,,,,,,,,,
1415,109.34,36.85,Temperate,8.9,535,Forest,45,190,1.46,0.4043,-1.0879,-0.5879,,,,,,,,,
1416,109.26,36.75,Temperate,8.8,505.3,Forest,10,5,5.42,-0.0849,-0.4848,,,-1.5729,0.7302,0.0327,-1.5404,,,,
1417,109.26,36.75,Temperate,8.8,505.3,Forest,15,5,5.42,-1.3031,-0.9014,,,-1.5986,-0.4849,-0.11,-2.3514,,,,
1418,109.26,36.75,Temperate,8.8,505.3,Forest,30,5,5.42,-1.1696,-0.9351,,,-1.8438,-2.3944,-0.2066,-3.0445,,,,
1419,109.26,36.75,Temperate,8.8,505.3,Forest,38,5,5.42,-0.4764,-0.7763,,,-1.0952,0.5234,-0.8471,-1.2528,,,,
1420,109.26,36.75,Temperate,8.8,505.3,Forest,10,20,2.76,-1.2288,-0.9104,,,-0.4168,-0.4077,-1.9605,-1.1701,,,,
1421,109.26,36.75,Temperate,8.8,505.3,Forest,15,20,2.76,0.6662,0.53,,,-0.495,-1.6604,-2.2056,-1.4214,,,,
1422,109.26,36.75,Temperate,8.8,505.3,Forest,30,20,2.76,0.0178,-0.9674,,,-0.6499,2.0531,0.177,-0.265,,,,
1423,109.26,36.75,Temperate,8.8,505.3,Forest,38,20,2.76,1.0156,0.7943,,,-0.7906,0.8653,0.0398,-1.3863,,,,
1424,109.26,36.75,Temperate,8.8,505.3,Forest,10,45,1.27,1.2765,0.3524,,,-0.2478,0.8391,-0.0395,-1.6977,,,,
1425,109.26,36.75,Temperate,8.8,505.3,Forest,15,45,1.27,1.0911,0.3009,,,0.9156,2.4827,-0.0537,1.0844,,,,
1426,109.26,36.75,Temperate,8.8,505.3,Forest,30,45,1.27,1.0041,0.2905,,,0.7374,1.6354,-0.8056,0.8249,,,,
1427,109.26,36.75,Temperate,8.8,505.3,Forest,38,45,1.27,0.5986,0.1291,,,0.4464,1.1693,-1.7372,0.2147,,,,
1428,109.26,36.76,Temperate,8.8,505.3,Forest,5,5,5.42,-0.3966,-0.5847,,,-1.3867,-0.1972,-2.5647,-1.6184,,,,
1429,109.26,36.76,Temperate,8.8,505.3,Forest,20,5,5.42,-1.1266,-1.2779,,,-1.6193,-3.0875,-4.1051,-2.0466,,,,
1430,109.26,36.76,Temperate,8.8,505.3,Forest,5,20,2.76,0.6813,0.5008,,,-0.4389,1.9091,-0.0988,-1.7069,,,,
1431,109.26,36.76,Temperate,8.8,505.3,Forest,20,20,2.76,-0.7716,-0.2411,,,-0.7632,0.2114,-0.3169,-2.6803,,,,
1432,109.26,36.76,Temperate,8.8,505.3,Forest,5,45,1.27,1.7095,0.5957,,,-0.014,2.8035,-0.167,-0.8795,,,,
1433,109.26,36.76,Temperate,8.8,505.3,Forest,20,45,1.27,0.2452,-0.1539,,,-0.1623,0.8391,-0.3901,-1.7268,,,,
1434,109.25,36.78,Temperate,8.8,510,Forest,13,10,3.2,0.6614,0.4055,,,,,,,,,,
1435,109.25,36.78,Temperate,8.8,510,Forest,25,10,3.2,0.9769,0.5596,,,,,,,,,,
1436,109.25,36.78,Temperate,8.8,510,Forest,39,10,3.2,1.4469,0.9163,,,,,,,,,,
1437,109.25,36.78,Temperate,8.8,504,Forest,9,10,3.91,-0.0285,0.0206,,,,,,,,,,
1438,109.25,36.78,Temperate,8.8,504,Forest,9,30,3.55,-0.2517,-0.449,,,,,,,,,,
1439,109.25,36.78,Temperate,8.8,504,Forest,9,50,2.67,-0.2497,-0.2973,,,,,,,,,,
1440,109.25,36.78,Temperate,8.8,504,Forest,17,10,3.91,-0.0994,-0.0645,,,,,,,,,,
1441,109.25,36.78,Temperate,8.8,504,Forest,17,30,3.55,-0.2553,-0.2392,,,,,,,,,,
1442,109.25,36.78,Temperate,8.8,504,Forest,17,50,2.67,0.0112,-0.1881,,,,,,,,,,
1443,109.25,36.78,Temperate,8.8,504,Forest,30,10,3.91,0.3042,0.1361,,,,,,,,,,
1444,109.25,36.78,Temperate,8.8,504,Forest,30,30,3.55,-0.0085,-0.1613,,,,,,,,,,
1445,109.25,36.78,Temperate,8.8,504,Forest,30,50,2.67,0.0929,-0.2231,,,,,,,,,,
1446,109.25,36.78,Temperate,8.8,504,Forest,37,10,3.91,0.6175,0.5596,,,,,,,,,,
1447,109.25,36.78,Temperate,8.8,504,Forest,37,30,3.55,-0.1038,0.0619,,,,,,,,,,
1448,109.25,36.78,Temperate,8.8,504,Forest,37,50,2.67,-0.0304,0.3159,,,,,,,,,,
1449,109.25,36.78,Temperate,9.1,497,Forest,20,10,9.01,0.5579,0.5335,0.3417,,0.0057,0.6717,0.2705,,,,,
1450,109.24,36.74,Temperate,8.8,510,Forest,10,5,3.58,0.3942,0.2305,0.0803,,-0.2599,,,,,,,
1451,109.24,36.74,Temperate,8.8,510,Forest,15,5,3.58,0.6663,0.4606,0.1514,,-0.2966,,,,,,,
1452,109.24,36.74,Temperate,8.8,510,Forest,25,5,3.58,1.0855,0.8724,0.2568,,-0.5398,,,,,,,
1453,109.24,36.74,Temperate,8.8,510,Forest,35,5,3.58,1.2504,1.0685,0.3222,,-0.7115,,,,,,,
1454,109.27,36.77,Temperate,,,Forest,10,2.5,4.63,0.1689,,,,,,,,,,,
1455,109.27,36.77,Temperate,,,Forest,15,2.5,4.63,0.2021,,,,,,,,,,,
1456,109.27,36.77,Temperate,,,Forest,20,2.5,4.63,0.4322,,,,,,,,,,,
1457,109.27,36.77,Temperate,,,Forest,30,2.5,4.63,0.5479,,,,,,,,,,,
1458,109.27,36.77,Temperate,,,Forest,40,2.5,4.63,0.6117,,,,,,,,,,,
1459,109.25,36.73,Temperate,8.8,510,Forest,10,10,3.27,0.1208,0.0377,,,,,,,,,,
1460,109.25,36.73,Temperate,8.8,510,Forest,20,10,3.27,0.2238,0.0377,,,,,,,,,,
1461,109.25,36.73,Temperate,8.8,510,Forest,30,10,3.27,0.4306,0.0918,,,,,,,,,,
1462,109.25,36.73,Temperate,8.8,510,Forest,40,10,3.27,0.9576,0.5261,,,,,,,,,,
1463,109.25,36.74,Temperate,8.8,500,Non-forest,4,12.5,2.74,0.3912,0.3222,0.1035,0.2635,0.133,,,,0.3959,0.1911,,1.6642
1464,109.25,36.74,Temperate,8.8,500,Non-forest,5,12.5,2.74,0.2919,0.2897,0.018,0.4807,0.0894,,,,0.4818,-0.0918,,1.0881
1465,109.27,36.73,Temperate,8.8,549.1,Non-forest,5,10,2.08,0.0357,0.0808,-0.2288,-0.4055,-0.2263,,,,0.0202,0.1436,0.3438,0.2671
1466,109.27,36.73,Temperate,8.8,549.1,Non-forest,5,30,2.15,0.1733,-0.1001,0,0.0112,0.019,,,,0.0492,-0.0702,0,0.3254
1467,109.27,36.73,Temperate,8.8,549.1,Non-forest,5,50,1.89,0.1559,-0.0995,-0.0328,0.2015,-0.0561,,,,0,0.1011,0.149,0.3747
1468,109.26,36.73,Temperate,8.8,510,Non-forest,15,5,3.33,0.4164,0.2814,,,,,,,,,,
1469,109.26,36.73,Temperate,8.8,510,Non-forest,15,15,2.89,0.1655,0.1144,,,,,,,,,,
1470,109.26,36.73,Temperate,8.8,510,Non-forest,15,30,2.63,0.0076,0.3704,,,,,,,,,,
1471,109.26,36.73,Temperate,8.8,510,Non-forest,15,50,2.62,0.0301,0.069,,,,,,,,,,
1472,109.26,36.73,Temperate,8.8,510,Non-forest,15,70,2.42,0.0756,0,,,,,,,,,,
1473,109.26,36.73,Temperate,8.8,510,Non-forest,15,90,2.34,0.1319,0.0715,,,,,,,,,,
1474,109.25,36.78,Temperate,9.1,497,Non-forest,,10,9.01,0.1299,0.2066,-0.0572,,0.017,0.2544,0.2523,,,,,
1475,109.25,36.74,Temperate,8.8,513,Non-forest,,5,7.8,-0.2458,0.3365,,,-1.0726,1.0415,-0.1328,-0.2518,,,,
1476,109.25,36.74,Temperate,8.8,513,Non-forest,,20,9,-0.608,0.3365,,,-0.6041,0.796,-0.9915,0.1409,,,,
1477,109.25,36.74,Temperate,8.8,513,Non-forest,,45,6,-1.6964,0,,,0.4055,0.6018,-1.5361,-0.7151,,,,
1478,109.25,36.78,Temperate,8.8,505.3,Non-forest,30,10,2.74,0.7395,0.6654,0.0531,0.7696,0.3469,0.8541,0.7751,0.5209,0.7236,1.1401,0.3478,1.4336
1479,109.25,36.74,Temperate,8.8,500,Non-forest,10,5,3.83,0.2385,0.1252,-0.0328,,-0.6621,,,,,,,
1480,109.25,36.74,Temperate,8.8,500,Non-forest,17,5,3.83,0.1732,0.2538,-0.1018,,-0.8461,,,,,,,
1481,109.25,36.74,Temperate,8.8,500,Non-forest,26,5,3.83,1.0023,0.7885,-0.069,,-0.8303,,,,,,,
1482,109.25,36.74,Temperate,8.8,500,Non-forest,30,5,3.83,0.7178,0.7366,-0.0886,,-0.9397,,,,,,,
1483,109.25,36.74,Temperate,8.8,500,Non-forest,34,5,3.83,1.0823,0.7472,-0.0886,,-1.3946,,,,,,,
1484,109.25,36.74,Temperate,8.8,500,Non-forest,40,5,3.83,0.7526,0.8755,-0.0328,,-0.7252,,,,,,,
1485,109.25,36.74,Temperate,8.8,500,Non-forest,50,5,3.83,0.5761,0.8085,-0.1018,,-0.4869,,,,,,,
1486,109.25,36.74,Temperate,8.8,500,Non-forest,10,15,3.85,-0.3085,-0.2231,-0.087,,-0.4447,,,,,,,
1487,109.25,36.74,Temperate,8.8,500,Non-forest,17,15,3.85,-0.3085,-0.1178,-0.0886,,-0.6228,,,,,,,
1488,109.25,36.74,Temperate,8.8,500,Non-forest,26,15,3.85,0.2449,0.2364,-0.0886,,-0.0953,,,,,,,
1489,109.25,36.74,Temperate,8.8,500,Non-forest,30,15,3.85,0.2113,0.2007,0.0317,,-0.0774,,,,,,,
1490,109.25,36.74,Temperate,8.8,500,Non-forest,34,15,3.85,0.3534,0.1054,0.016,,-0.1445,,,,,,,
1491,109.25,36.74,Temperate,8.8,500,Non-forest,40,15,3.85,0.006,0.2877,0.0488,,0.1206,,,,,,,
1492,109.25,36.74,Temperate,8.8,500,Non-forest,50,15,3.85,0.2752,0.4974,0.0496,,-0.3445,,,,,,,
1493,109.25,36.74,Temperate,8.8,500,Non-forest,10,25,3.67,-0.5938,-0.4884,0.0496,,-0.1611,,,,,,,
1494,109.25,36.74,Temperate,8.8,500,Non-forest,17,25,3.67,-0.5938,-0.3185,0.016,,-0.0115,,,,,,,
1495,109.25,36.74,Temperate,8.8,500,Non-forest,26,25,3.67,0.0403,0.0225,-0.0328,,-0.3438,,,,,,,
1496,109.25,36.74,Temperate,8.8,500,Non-forest,30,25,3.67,-0.3177,-0.1206,-0.0339,,-0.0419,,,,,,,
1497,109.25,36.74,Temperate,8.8,500,Non-forest,34,25,3.67,-0.1798,-0.0465,-0.0522,,0.235,,,,,,,
1498,109.25,36.74,Temperate,8.8,500,Non-forest,40,25,3.67,-0.2204,-0.1206,-0.1072,,0.1169,,,,,,,
1499,109.25,36.74,Temperate,8.8,500,Non-forest,50,25,3.67,-0.0998,-0.023,0.0924,,-0.053,,,,,,,
1500,109.25,36.74,Temperate,8.8,500,Non-forest,10,35,3.35,-0.6262,-0.2973,0.0473,,-0.2051,,,,,,,
1501,109.25,36.74,Temperate,8.8,500,Non-forest,17,35,3.35,-0.6262,-0.2231,0.0488,,-0.3102,,,,,,,
1502,109.25,36.74,Temperate,8.8,500,Non-forest,26,35,3.35,-0.0227,0.0556,0.0656,,-0.3826,,,,,,,
1503,109.25,36.74,Temperate,8.8,500,Non-forest,30,35,3.35,-0.3807,-0.1881,0.0656,,-0.4917,,,,,,,
1504,109.25,36.74,Temperate,8.8,500,Non-forest,34,35,3.35,-0.1713,-0.1881,0.0625,,-0.158,,,,,,,
1505,109.25,36.74,Temperate,8.8,500,Non-forest,40,35,3.35,-0.1963,-0.1214,-0.0163,,-0.1874,,,,,,,
1506,109.25,36.74,Temperate,8.8,500,Non-forest,50,35,3.35,-0.1713,0.2288,0,,-0.236,,,,,,,
1507,109.25,36.74,Temperate,8.8,500,Non-forest,10,50,2.44,-0.3601,-0.3909,0,,-0.0615,,,,,,,
1508,109.25,36.74,Temperate,8.8,500,Non-forest,17,50,2.44,-0.3601,-0.2305,0,,-0.3185,,,,,,,
1509,109.25,36.74,Temperate,8.8,500,Non-forest,26,50,2.44,0.1146,-0.0606,0.0317,,-0.032,,,,,,,
1510,109.25,36.74,Temperate,8.8,500,Non-forest,30,50,2.44,-0.116,-0.3075,0,,0,,,,,,,
1511,109.25,36.74,Temperate,8.8,500,Non-forest,34,50,2.44,0.1061,-0.4353,0,,0.0883,,,,,,,
1512,109.25,36.74,Temperate,8.8,500,Non-forest,40,50,2.44,0.0351,-0.1942,0.0168,,-0.1345,,,,,,,
1513,109.25,36.74,Temperate,8.8,500,Non-forest,50,50,2.44,0.0511,0.1372,0.0333,,0.1459,,,,,,,
1514,109.25,36.74,Temperate,8.8,500,Non-forest,5,12.5,2.74,0.1401,-0.0141,-0.1361,-0.1006,0.7271,,,,0.2288,0.3878,,0.2478
1515,109.25,36.74,Temperate,8.8,500,Non-forest,13,12.5,2.74,0.4264,0.3841,-0.0183,0.5576,-0.615,,,,0.3895,0.3758,,1.2792
1516,109.25,36.74,Temperate,8.8,500,Non-forest,20,12.5,2.74,0.8551,0.6888,0.0702,0.9192,0.7562,,,,0.8056,1.2503,,1.0986
1517,109.25,36.74,Temperate,8.8,500,Non-forest,25,12.5,2.74,0.8905,0.8441,0,0.9192,-0.3013,,,,1.0262,1.0868,,1.5179
1518,109.25,36.74,Temperate,8.8,500,Non-forest,30,12.5,2.74,0.7397,0.665,0.0531,0.7691,-0.0586,,,,0.7259,-0.4877,,1.4171
1519,109.25,36.74,Temperate,8.8,500,Non-forest,15,12.5,2.74,0.5764,0.4002,-0.0183,0.5012,-0.0415,,,,0.3699,-0.7472,,0.9769
1520,109.25,36.74,Temperate,8.8,500,Non-forest,25,12.5,2.74,1.3104,0.9742,0.1358,1.2229,0.6705,,,,1.2349,0.8168,,1.2071
1521,109.25,36.74,Temperate,8.8,500,Non-forest,30,12.5,2.74,0.7397,0.665,0.0531,0.7691,-0.0082,,,,0.7259,-0.4877,,1.4171
1522,109.27,36.73,Temperate,8.8,549.1,Non-forest,10,10,2.08,0.8128,0.1394,0.1278,0.3631,0.1079,,,,0.5664,-0.0843,0.6802,0.5149
1523,109.27,36.73,Temperate,8.8,549.1,Non-forest,10,30,2.15,0.4495,0.0465,-0.069,0.4272,-0.0594,,,,0.2181,0.5669,-0.0702,0.5705
1524,109.27,36.73,Temperate,8.8,549.1,Non-forest,10,50,1.89,0.5047,-0.1594,-0.0328,0.54,-0.0183,,,,0.1005,0.293,0.1178,0.6931
1525,109.26,36.74,Temperate,8.8,549.1,Non-forest,34,2.5,8.71,1.0612,0.7249,,,0.8516,1.4766,1.7878,2.0755,1.0181,0.3339,,0.9132
1526,109.26,36.74,Temperate,8.8,549.1,Non-forest,34,2.5,8.71,0.696,0.478,,,0.2492,1.1577,0.9665,1.5052,0.5683,0.4169,,0.7657
1527,109.26,36.74,Temperate,8.8,549.1,Non-forest,34,7.5,9.04,0.4003,0.2007,,,0.0924,1.0812,1.1423,1.4564,0.8642,0.1482,,0.5975
1528,109.26,36.74,Temperate,8.8,549.1,Non-forest,34,7.5,9.04,0.2562,0.1335,,,-0.5677,0.642,,0.7606,0.3789,0.0711,,0.4854
1529,109.26,36.74,Temperate,8.8,549.1,Non-forest,34,15,7.66,-0.1444,-0.2513,,,-0.5026,0.6104,0.175,1.0068,0.2607,-0.0447,,0.1277
1530,109.26,36.74,Temperate,8.8,549.1,Non-forest,34,15,7.66,0.073,-0.0377,,,-0.8535,0.5059,-0.7199,0.7893,0.2036,0.016,,0.3256
1531,109.26,36.74,Temperate,8.8,549.1,Non-forest,34,30,5.71,-0.4613,-0.7963,,,,,,,-0.807,-0.1412,,-0.0928
1532,109.26,36.74,Temperate,8.8,549.1,Non-forest,34,30,5.71,-0.2118,-0.5645,,,,,,,-0.2468,-0.2314,,0.1271
1533,109.25,36.77,Temperate,8.8,505.3,Non-forest,7,10,2.74,0.1394,-0.0138,-0.1322,-0.1001,-0.4085,0.34,0.0788,-0.0302,0.2296,0.2826,0.4263,0.283
1534,109.25,36.77,Temperate,8.8,505.3,Non-forest,13,10,2.74,0.4271,0.3842,-0.0128,0.5576,-0.2095,0.4057,0.3529,0.115,0.3727,0.4122,0.4925,1.3058
1535,109.25,36.77,Temperate,8.8,505.3,Non-forest,20,10,2.74,0.8561,0.689,0.07,0.9195,0.3118,0.6474,0.7188,0.5226,0.8002,0.8957,0.5626,1.1284
