No.,Longitude,Latitude,Climate,MAT (C),MAP(mm),Ecosystem,Restoration time (years),Soil depth (cm),Ambient SOC(g kg-1),lnRR.SOC,lnRR.TN,lnRR.TP,lnRR.AN,lnRR.AP,lnRR.MBC,lnRR.MBN,lnRR.MBP,lnRR.invertase,lnRR.urease,lnRR.catalase,lnRR.phosphatase
194,104.75,35.47,Temperate,6.4,390.9,Non-forest,6,35,3.9,0.3615,0.3544,0.0605,-0.2086,-0.0167,,,,,,,
195,102.73,37.21,Temperate,-0.1,416,Non-forest,4,5,22.7,-0.1957,0.0264,-0.1419,0.0182,-0.0437,,,,,,,
196,102.73,37.21,Temperate,-0.1,416,Non-forest,4,15,19.67,-0.1978,0.0088,-0.0641,0.1087,0.2768,,,,,,,
197,102.73,37.21,Temperate,-0.1,416,Non-forest,4,25,17.15,-0.1942,0.341,-0.0614,0.3113,0.4934,,,,,,,
198,102.73,37.21,Temperate,-0.1,416,Non-forest,4,5,22.7,0.1446,0.0608,-0.034,0.2876,-0.1252,,,,,,,
199,102.73,37.21,Temperate,-0.1,416,Non-forest,4,15,19.67,0.1651,0.1209,-0.0145,0.2746,-0.0808,,,,,,,
200,102.73,37.21,Temperate,-0.1,416,Non-forest,4,25,17.15,0.2348,0.4267,-0.0195,0.5238,0.309,,,,,,,
201,104.14,35.95,Temperate,6.7,381.8,Non-forest,21,5,7.33,0.1775,0.0302,-0.0627,,-0.3838,,,,,,,
202,104.14,35.95,Temperate,6.7,381.8,Non-forest,21,15,8.09,-0.2449,0.1565,-0.111,,-0.5981,,,,,,,
203,104.14,35.95,Temperate,6.7,381.8,Non-forest,21,25,8.76,-0.4735,-0.2954,-0.0767,,-0.6694,,,,,,,
204,104.14,35.95,Temperate,6.7,381.8,Non-forest,21,35,8.42,-0.6578,-0.4284,-0.1993,,-0.7767,,,,,,,
205,104.14,35.95,Temperate,6.7,381.8,Non-forest,21,50,6.85,-0.6844,-0.2598,-0.0523,,-0.5367,,,,,,,
206,104.14,35.95,Temperate,6.7,381.8,Non-forest,21,70,4.45,-0.6084,-0.113,-0.114,,-0.2626,,,,,,,
207,104.14,35.95,Temperate,6.7,381.8,Non-forest,21,90,3.09,-0.3209,0,0.0606,,0.1253,,,,,,,
208,104.54,35.38,Temperate,6.2,415.2,Forest,,10,0.65,0.517,0.5912,-0.3102,0.3182,-0.8625,,,,0.3715,0,0.1063,0.6061
209,104.54,35.38,Temperate,6.2,415.2,Forest,,30,0.78,-0.094,0.5847,-0.1092,0.2648,0.1534,,,,0.4101,-0.1484,-0.1688,0.5754
210,104.54,35.38,Temperate,6.2,415.2,Forest,,50,0.7,0.3765,0.8602,-0.1286,0.2592,0.4063,,,,0.91,-0.1335,0.0867,0.7538
211,104.54,35.38,Temperate,6.2,415.2,Forest,,10,1.1,-0.2566,-0.3553,-0.5008,-0.3192,-1.6495,,,,-0.137,-0.3321,-0.2045,0.2162
212,104.54,35.38,Temperate,6.2,415.2,Non-forest,,10,0.65,0.3254,0.0594,-0.1586,0.0598,-0.6616,,,,0.1882,0.0426,0.0711,0.3483
213,104.54,35.38,Temperate,6.2,415.2,Non-forest,,30,0.78,-0.2458,0.1404,-0.0174,-0.0034,0.131,,,,0.1835,0,0.0835,0.4418
214,104.54,35.38,Temperate,6.2,415.2,Non-forest,,50,0.7,-0.2231,0.087,-0.0351,-0.1301,0.2877,,,,0.1646,-0.0426,0.1116,0.1178
215,104.54,35.38,Temperate,6.2,415.2,Non-forest,,10,0.65,0.1297,0.3495,-0.5333,0.1603,-1.3172,,,,0.273,0.0834,0.0346,0.6061
216,104.54,35.38,Temperate,6.2,415.2,Non-forest,,30,0.78,-0.619,0.1522,-0.3716,-0.3262,-0.5933,,,,-0.2162,-0.2318,-0.452,0.1054
217,104.54,35.38,Temperate,6.2,415.2,Non-forest,,50,0.7,-0.7221,0.1144,-0.2992,-0.228,-0.4239,,,,-0.1594,-0.1335,0.2496,-0.2877
218,100.03,39.23,Temperate,7.6,117,Non-forest,4,2.5,14,0.2678,0.216,,,,,,,,,,
219,100.03,39.23,Temperate,7.6,117,Non-forest,4,7.5,12.9,0.0818,0.0278,,,,,,,,,,
220,100.03,39.23,Temperate,7.6,117,Non-forest,4,15,13.3,0.0149,0,,,,,,,,,,
221,100.05,39.17,Temperate,7.6,117,Non-forest,4,2.5,9.7,0.1615,,,,,,,,,,,
222,100.05,39.17,Temperate,7.6,117,Non-forest,4,7.5,9.4,0.1201,0.0711,,,,,,,,,,
223,100.05,39.17,Temperate,7.6,117,Non-forest,4,15,9,0.022,0,,,,,,,,,,
224,100.12,39.35,Temperate,7.6,116.8,Forest,36,10,7.5,-0.3857,-0.7885,,,,,,,,,,
225,100.13,39.33,Temperate,7.6,117,Non-forest,4,2.5,4.7,0.3087,0.1823,,,,,,,,,,
226,100.13,39.33,Temperate,7.6,117,Non-forest,4,7.5,4.4,0.1671,0,,,,,,,,,,
227,100.13,39.33,Temperate,7.6,117,Non-forest,4,15,4,0.1178,0,,,,,,,,,,
228,100.12,39.35,Temperate,7.6,116.8,Non-forest,32,10,7.5,-1.4843,-1.2993,,,,,,,,,,
229,100.1,39.22,Temperate,7.6,117,Non-forest,4,2.5,2.6,0.5261,0.4238,,,,,,,,,,
230,100.1,39.22,Temperate,7.6,117,Non-forest,4,7.5,2,0.1398,0.1292,,,,,,,,,,
231,100.1,39.22,Temperate,7.6,117,Non-forest,4,15,1.7,0.1625,0.1054,,,,,,,,,,
232,103.95,35.9,Temperate,4.45,480,Non-forest,1,10,9.75,0.1137,-0.4091,,0.1264,-0.4086,-1.1405,-1.0824,-0.467,,,,
233,103.95,35.9,Temperate,4.45,480,Non-forest,5,10,9.75,0.4258,-0.2136,,0.3089,-0.7473,-0.7668,-0.761,-0.7515,,,,
234,103.95,35.9,Temperate,4.45,480,Non-forest,10,10,9.75,0.6413,0.0817,,0.6378,-1.5597,-0.6556,-0.6194,-0.9778,,,,
235,103.95,35.9,Temperate,4.45,480,Non-forest,30,10,9.75,1.3355,0.5075,,1.1991,-2.2998,-0.2607,-0.2362,-0.4814,,,,
236,99.63,38.83,Temperate,3,253,Non-forest,8,5,16.76,-0.4889,-0.3928,0.263,0.1949,,-0.5605,0.2868,,,,,
237,99.63,38.83,Temperate,3,253,Non-forest,8,15,16.63,-0.7763,-0.2639,0.2121,0.1462,,-0.9704,0.4149,,,,,
238,99.63,38.83,Temperate,3,253,Non-forest,8,25,18.42,-0.4974,-0.2049,0.343,0.1481,,-1.2404,0.3754,,,,,
239,107.29,36.56,Temperate,8.4,500,Forest,6,10,4.64,0.5878,0.7221,,0.4356,-0.9366,,,,,,,
240,107.29,36.56,Temperate,8.4,500,Forest,6,30,3.89,0.4774,0.7673,,0.6322,-0.6732,,,,,,,
241,102.88,34.92,Subtropical,2,550,Non-forest,10,7.5,20,0.2311,0.2578,,,,0.4396,1.2252,,,,,
242,102.76,37.28,Temperate,4.5,450,Forest,18,2.5,2.05,0.4158,0.3514,-0.2412,-0.0248,0.0593,,,,,,,
243,102.76,37.28,Temperate,4.5,450,Forest,18,2.5,2.05,0.0894,0.1466,-0.2412,-0.0639,-0.2487,,,,,,,
244,102.76,37.28,Temperate,4.5,450,Forest,18,2.5,2.05,0.301,0.3137,-0.1542,0.1439,-0.0231,,,,,,,
245,108.73,35.83,Temperate,10,587,Forest,100,10,10.8,0.89,0.3778,,,,-0.4972,-0.7029,,,,,
246,108.73,35.83,Temperate,10,587,Non-forest,10,10,10.8,0.078,0.0938,,,,-0.9085,-1.2674,,,,,
247,108.73,35.83,Temperate,10,587,Non-forest,30,10,10.8,0.3679,0.2066,,,,-0.6508,-0.8735,,,,,
248,108.73,35.83,Temperate,10,587,Non-forest,60,10,10.8,0.6506,0.3199,,,,-0.6131,-1.4159,,,,,
249,108.28,35.42,Temperate,8.3,623.5,Forest,15,5,12.47,0.4922,0.5483,0.1358,,-0.0118,,,,,,,
250,108.28,35.42,Temperate,8.3,623.5,Forest,30,5,12.47,0.8276,0.7154,0.0702,,-0.1179,,,,,,,
251,108.28,35.42,Temperate,8.3,623.5,Forest,45,5,12.47,1.0022,0.9095,0.0531,,-0.3658,,,,,,,
252,103.09,35,Subtropical,2.4,550,Non-forest,1,10,25.94,0.1191,,,,,-0.331,,,,,,
253,103.09,35,Subtropical,2.4,550,Non-forest,15,10,25.94,0.1913,,,,,0.3809,,,,,,
254,103.09,35,Subtropical,2.4,550,Non-forest,17,10,25.94,0.2907,,,,,0.447,,,,,,
255,103.09,35,Subtropical,2.4,550,Non-forest,27,10,25.94,0.3603,,,,,0.1593,,,,,,
256,107.92,24.83,Subtropical,18.5,1389.1,Non-forest,5,10,11.98,0.5677,0.2678,0.4394,0.8025,1.1087,1.7739,-0.0349,1.0604,0.8534,1.1402,,1.3592
257,107.95,24.92,Subtropical,18.5,1389,Non-forest,1,10,14.38,-0.0204,0.0441,-0.4144,,,,,,,,,
258,107.95,24.92,Subtropical,18.5,1389,Non-forest,2,10,13.34,0.0713,-0.0276,0,,,,,,,,,
259,107.95,24.92,Subtropical,18.5,1389,Non-forest,3,10,12.93,0.2132,-0.0328,0.4911,,,,,,,,,
260,107.95,24.92,Subtropical,18.5,1389,Non-forest,4,10,12.64,0.3126,0.0322,0.3765,,,,,,,,,
261,108.28,25.14,Subtropical,16.9,1400,Forest,,7.5,,,0.2953,-0.2933,,,,,,,,,
262,107.98,25.15,Subtropical,15,1530,Forest,,7.5,20.86,1.1302,1.3699,0.9687,,,,,,,,,
263,107.95,24.9,Subtropical,17,1600,Forest,52,5,18.66,1.2447,1.2872,,,,,,,,,,
264,107.95,24.9,Subtropical,17,1600,Forest,52,15,18.36,0.7825,1.0353,,,,,,,,,,
265,107.95,24.9,Subtropical,17,1600,Forest,52,25,14.33,0.5714,0.8434,,,,,,,,,,
266,107.95,24.9,Subtropical,17,1600,Forest,52,40,12.39,0.3686,0.636,,,,,,,,,,
267,108.28,25.14,Subtropical,16.9,1400,Non-forest,,7.5,,,-0.0332,-0.8389,,,,,,,,,
268,107.98,25.15,Subtropical,15,1530,Non-forest,,7.5,20.86,-0.0466,0.0905,0.4676,,,,,,,,,
269,107.95,24.9,Subtropical,17,1600,Non-forest,9,5,18.66,0.2531,0.2826,,,,,,,,,,
270,107.95,24.9,Subtropical,17,1600,Non-forest,9,15,18.36,-0.0164,-0.0715,,,,,,,,,,
271,107.95,24.9,Subtropical,17,1600,Non-forest,9,25,14.33,-0.1217,0.3687,,,,,,,,,,
272,107.95,24.9,Subtropical,17,1600,Non-forest,9,40,12.39,-0.1562,0.1473,,,,,,,,,,
273,108.28,25.14,Subtropical,16.9,1400,Non-forest,,7.5,,,0.0973,-0.2381,,,,,,,,,
274,107.98,25.15,Subtropical,15,1530,Non-forest,,7.5,20.86,0.7227,0.9569,1.105,,,,,,,,,
275,107.95,24.9,Subtropical,17,1600,Non-forest,25,5,18.66,0.9115,0.9641,,,,,,,,,,
276,107.95,24.9,Subtropical,17,1600,Non-forest,25,15,18.36,0.4811,0.6989,,,,,,,,,,
277,107.95,24.9,Subtropical,17,1600,Non-forest,25,25,14.33,0.2955,0.4999,,,,,,,,,,
278,107.95,24.9,Subtropical,17,1600,Non-forest,25,40,12.39,0.1245,0.3341,,,,,,,,,,
279,107.92,24.83,Subtropical,18.5,1389.1,Forest,5,10,11.98,-0.1706,-0.1542,-0.2318,0.3235,0.0702,0.7116,-0.6068,-0.0693,0.7246,0.84,,1.5551
280,107.92,24.83,Subtropical,18.5,1389.1,Forest,5,10,11.98,0.7897,0.8046,0.2069,1.1771,-0.283,1.7234,-0.1163,2.2699,1.3545,1,,1.7677
281,107.95,24.92,Subtropical,18.5,1389,Forest,1,10,14.38,-0.004,0.4424,0.6568,,,,,,,,,
282,107.95,24.92,Subtropical,18.5,1389,Forest,2,10,13.34,0.2003,0.4649,1.0136,,,,,,,,,
283,107.95,24.92,Subtropical,18.5,1389,Forest,3,10,12.93,0.2866,0.6299,1.2281,,,,,,,,,
284,107.95,24.92,Subtropical,18.5,1389,Forest,4,10,12.64,0.3712,0.7379,1.4881,,,,,,,,,
285,107.94,24.91,Subtropical,15,1530,Forest,16,7.5,10.34,0.8041,0.6527,0.3787,,,0.8031,0.6504,,,,,
286,107.92,24.83,Subtropical,18.5,1389.1,Non-forest,5,10,11.98,0.3803,0.2678,0.2162,0.7983,0.7764,1.4471,-0.328,0.2896,0.0793,0.2212,,0.5959
287,107.9,24.82,Subtropical,19.9,1389,Non-forest,1,5,14.64,0.6297,0.6343,0.7094,-0.7993,-0.5826,,,,,,,
288,107.9,24.82,Subtropical,19.9,1389,Non-forest,1,15,14.31,0.4909,0.4591,0.6847,-0.8489,-0.8084,,,,,,,
289,107.9,24.82,Subtropical,19.9,1389,Non-forest,1,25,14.62,0.2435,0.527,0.5289,-0.7351,-0.8333,,,,,,,
290,107.9,24.82,Subtropical,19.9,1389,Non-forest,1,35,10.19,0.5276,0.6374,0.5833,-0.5565,-0.8026,,,,,,,
291,107.9,24.82,Subtropical,19.9,1389,Non-forest,1,45,8.43,0.6129,0.6798,0.3854,-0.4568,-0.7968,,,,,,,
292,107.9,24.82,Subtropical,19.9,1389,Non-forest,5,5,14.64,0.2696,0.3432,0.3721,-0.633,-1.229,,,,,,,
293,107.9,24.82,Subtropical,19.9,1389,Non-forest,5,15,14.31,0.2233,0.2455,0.3567,-0.8832,-1.753,,,,,,,
294,107.9,24.82,Subtropical,19.9,1389,Non-forest,5,25,14.62,0.1039,0.3638,0.1607,-0.6141,-2.0797,,,,,,,
295,107.9,24.82,Subtropical,19.9,1389,Non-forest,5,35,10.19,0.4194,0.537,0.1888,-0.6931,-2.0864,,,,,,,
296,107.9,24.82,Subtropical,19.9,1389,Non-forest,5,45,8.43,0.5375,0.5952,0.1044,-0.5107,-1.9116,,,,,,,
297,107.9,24.82,Subtropical,19.9,1389,Non-forest,7,5,14.64,0.817,0.7666,0.3945,-0.5625,-1.3243,,,,,,,
298,107.9,24.82,Subtropical,19.9,1389,Non-forest,7,15,14.31,0.6478,0.583,0.61,-0.628,-1.3572,,,,,,,
299,107.9,24.82,Subtropical,19.9,1389,Non-forest,7,25,14.62,0.5183,0.7083,0.3585,-0.5769,-1.5128,,,,,,,
300,107.9,24.82,Subtropical,19.9,1389,Non-forest,7,35,10.19,0.7687,0.8335,0.147,-0.4177,-1.6809,,,,,,,
301,107.9,24.82,Subtropical,19.9,1389,Non-forest,7,45,8.43,0.8396,0.8358,0.1222,-0.3808,-1.6234,,,,,,,
302,107.95,24.92,Subtropical,18.5,1389.1,Non-forest,5,5,14.64,0.2696,0.3491,0.3691,,,0.2833,0.1774,0.2669,,,,
303,107.95,24.92,Subtropical,18.5,1389.1,Non-forest,7,5,14.64,0.817,0.7722,0.3691,,,0.4609,-0.0119,0.2075,,,,
304,107.94,24.91,Subtropical,15,1530,Non-forest,16,7.5,10.34,0.3753,0.1336,0.067,,,0.5917,0.4705,,,,,
305,107.95,24.92,Subtropical,18.5,1389,Non-forest,1,10,14.38,0.4162,0.5078,0.4855,,,,,,,,,
306,107.95,24.92,Subtropical,18.5,1389,Non-forest,2,10,13.34,0.6555,0.4563,0.9207,,,,,,,,,
307,107.95,24.92,Subtropical,18.5,1389,Non-forest,3,10,12.93,0.7175,0.466,1.0822,,,,,,,,,
308,107.95,24.92,Subtropical,18.5,1389,Non-forest,4,10,12.64,0.764,0.6221,1.3275,,,,,,,,,
309,106.65,24.86,Subtropical,20.5,1603.5,Forest,5,7.5,10.97,0.4972,0.314,0.8979,0.4567,1.1931,,,,,,,
310,106.65,24.86,Subtropical,20.5,1603.5,Forest,5,7.5,10.97,0.4602,0.2586,0.5978,0.2231,0.1268,,,,,,,
311,107.6,23.53,Subtropical,20.25,1350,Forest,10,10,18.87,-0.1455,-0.275,,-0.7555,,,,,,,,
312,107.6,23.53,Subtropical,20.25,1350,Forest,10,10,18.87,0.6668,0.5596,,-0.7775,,,,,,,,
313,107.6,23.53,Subtropical,20.25,1350,Forest,10,30,14.94,-0.7198,-0.7552,,-0.8755,,,,,,,,
314,107.6,23.53,Subtropical,20.25,1350,Forest,10,30,14.94,0.3514,0.5716,,-0.8367,,,,,,,,
315,107.6,23.53,Subtropical,20.25,1350,Forest,10,50,10.42,-0.5046,-0.1861,,-0.2689,,,,,,,,
316,107.6,23.53,Subtropical,20.25,1350,Forest,10,50,10.42,0.5406,0.7211,,-0.8756,,,,,,,,
317,110.53,25.19,Subtropical,18.6,1980,Forest,10,7.5,13.7,0.569,0.433,,,,,,,,,,
318,110.53,25.19,Subtropical,18.6,1980,Forest,50,7.5,13.7,0.909,0.6834,,,,,,,,,,
319,105.8,26.33,Subtropical,15.1,1378,Non-forest,3,5,23.49,-0.1923,,,,,,,,,,,
320,105.8,26.33,Subtropical,15.1,1378,Non-forest,15,5,23.49,0.2319,,,,,,,,,,,
321,105.8,26.33,Subtropical,15.1,1378,Non-forest,3,15,22.77,-0.2524,,,,,,,,,,,
322,105.8,26.33,Subtropical,15.1,1378,Non-forest,15,15,22.77,-0.2136,,,,,,,,,,,
323,105.8,26.33,Subtropical,15.1,1378,Non-forest,3,25,18.88,-0.2044,,,,,,,,,,,
324,105.8,26.33,Subtropical,15.1,1378,Non-forest,15,25,18.88,-0.0702,,,,,,,,,,,
325,105.7722222,26.26069444,Subtropical,15.1,1315,Forest,10,5,24.7,0.963,0.5878,-0.256,0.3542,0,,,,,,,0.5503
326,105.7722222,26.26069444,Subtropical,15.1,1315,Forest,10,20,21,0.8932,0.7397,-0.0483,0.2097,-0.4055,,,,,,,0.6515
327,105.7722222,26.26069444,Subtropical,15.1,1315,Forest,10,40,11.9,0.8413,0.5878,-0.1994,0,-0.4055,,,,,,,0.1484
328,105.61,25.75,Subtropical,18,823,Non-forest,9,10,12.99,0.6284,0.5585,,,,,,,,,,
329,105.61,25.75,Subtropical,18,823,Non-forest,9,30,11.75,0.5228,0.7059,,,,,,,,,,
330,105.61,25.75,Subtropical,18,823,Non-forest,9,50,10.19,0.4507,0.7622,,,,,,,,,,
331,105.7722222,26.26069444,Subtropical,15.1,1315,Non-forest,3,5,24.7,0.2043,0.2151,0.0323,-0.5108,-0.6931,,,,,,,-0.9868
332,105.7722222,26.26069444,Subtropical,15.1,1315,Non-forest,3,20,21,0.2733,0.2513,0.1754,-0.2657,-1.0986,,,,,,,-0.4906
333,105.7722222,26.26069444,Subtropical,15.1,1315,Non-forest,3,40,11.9,0.7057,0.47,0.203,0.077,-1.0986,,,,,,,-0.5333
334,105.7722222,26.26069444,Subtropical,15.1,1315,Non-forest,3,5,24.7,0.6369,0.5878,-0.3361,0.1823,0,,,,,,,0.1328
335,105.7722222,26.26069444,Subtropical,15.1,1315,Non-forest,3,20,21,0.5306,0.3895,-0.2092,0.55,0.2877,,,,,,,-0.0963
336,105.7722222,26.26069444,Subtropical,15.1,1315,Non-forest,3,40,11.9,0.5584,0.3365,-0.1684,0.6729,0,,,,,,,0.1133
337,105.85,26.32,Subtropical,15.1,1378.2,Forest,6,7.5,41.89,0.2256,,,0.9094,1.5376,,,,0.0609,0.5575,0.3427,
338,105.85,26.32,Subtropical,15.1,1378.2,Forest,6,7.5,41.89,0.1357,,,0.0826,0.8697,,,,-0.0208,0.2202,0.1379,
339,105.85,26.32,Subtropical,15.1,1378.2,Forest,6,7.5,41.89,0.3367,,,0.6779,1.5904,,,,0.0609,0.5575,0.379,
340,105.61,25.75,Subtropical,18,823,Forest,8,10,12.99,0.9642,0.8956,,,,,,,,,,
341,105.61,25.75,Subtropical,18,823,Forest,8,10,12.99,0.8984,0.9396,,,,,,,,,,
342,105.61,25.75,Subtropical,18,823,Forest,8,30,11.75,0.8176,0.976,,,,,,,,,,
343,105.61,25.75,Subtropical,18,823,Forest,8,30,11.75,0.8438,0.9856,,,,,,,,,,
344,105.61,25.75,Subtropical,18,823,Forest,8,50,10.19,0.7472,1.016,,,,,,,,,,
345,105.61,25.75,Subtropical,18,823,Forest,8,50,10.19,0.8293,1.0934,,,,,,,,,,
346,105.71,26.33,Subtropical,15.1,1378.2,Forest,7,7.5,46.57,0.104,-0.1542,0.8557,0.5506,0.1178,,,,,,,
347,105.71,26.33,Subtropical,15.1,1378.2,Forest,7,7.5,46.57,0.0961,0.3013,0.951,0.0096,0.2231,,,,,,,
348,105.71,26.33,Subtropical,15.1,1378.2,Forest,7,7.5,46.57,0.1931,0.1805,0.7222,-0.0048,-0.1335,,,,,,,
349,105.61,25.75,Subtropical,18,823,Non-forest,8,10,12.99,0.6674,0.6852,,,,,,,,,,
350,105.61,25.75,Subtropical,18,823,Non-forest,8,30,11.75,0.6501,0.8418,,,,,,,,,,
351,105.61,25.75,Subtropical,18,823,Non-forest,8,50,10.19,0.4683,0.7622,,,,,,,,,,
352,106.34,25.6,Subtropical,16.5,1315,Forest,13,10,11.39,0.9663,0.7635,0.9845,0.5489,0.7245,1.3099,,,,,,
353,106.31,25.57,Subtropical,16.5,1315,Non-forest,13,10,11.39,-0.2478,-0.0645,-0.0924,-0.4027,-0.0864,-0.3177,,,,,,
354,104.83,26.66,Subtropical,12.8,1170,Non-forest,5,10,,,,,,,,,,2.081,1.3508,,
355,105.04,26.6,Subtropical,12.2,1240,Forest,5,10,20.4,0.5179,0.0117,1.0116,0.8898,1.3356,,,,,,,
356,105.01,26.59,Subtropical,12.2,1240,Forest,6,10,20.4,0.3895,0.3023,0.6284,1.3012,1.5691,,,,,,,
357,105.01,26.58,Subtropical,12.2,1240,Forest,7,10,20.4,1.1564,0.6511,1.2528,1.1618,0.9551,,,,,,,
358,105.02,26.58,Subtropical,12.2,1240,Forest,8,10,20.4,0.3483,0.5272,1.2528,1.2018,1.9173,,,,,,,
359,104.83,26.66,Subtropical,12.8,1170,Forest,8,10,,,,,,,,,,1.5181,1.0867,,
360,104.83,26.66,Subtropical,12.8,1170,Forest,8,10,,,,,,,,,,1.5569,0.2627,,
361,104.83,26.66,Subtropical,12.8,1170,Forest,6,10,,,,,,,,,,1.9808,1.3723,,
362,104.83,26.66,Subtropical,12.8,1170,Forest,5,10,,,,,,,,,,1.2322,0.5855,,
363,104.83,26.66,Subtropical,12.8,1170,Forest,5,10,,,,,,,,,,2.1299,0.832,,
364,104.83,26.66,Subtropical,12.8,1170,Non-forest,6,10,,,,,,,,,,1.5327,0.7758,,
365,104.83,26.66,Subtropical,12.8,1170,Non-forest,6,10,,,,,,,,,,1.0174,0.7647,,
366,105.67,25.41,Subtropical,,,Non-forest,15,10,16.44,-0.068,0.0445,-0.3011,0.0768,0.2189,0.3474,-0.1719,0.018,,,,
367,104.29,26.84,Subtropical,10.6,950.9,Non-forest,,10,21.09,-0.4038,-0.1133,-0.3502,-0.034,-0.9446,,,,,,,
368,104.29,26.84,Subtropical,10.6,950.9,Non-forest,,10,21.09,0.1786,0.1643,0.3429,0.2352,-0.0451,,,,,,,
369,104.29,26.84,Subtropical,10.6,950.9,Forest,,10,21.09,-0.1277,-0.1967,-0.5653,-0.2985,-1.6271,,,,,,,
370,107.88,25.17,Subtropical,19.6,1177,Non-forest,10,5,7.18,1.2843,1.2007,1.4298,0.8227,0.9933,,,,,0.681,0.6661,1.2528
371,107.88,25.17,Subtropical,19.6,1177,Forest,10,5,7.8,1.6264,1.6094,1.3052,1.1377,1.038,,,,,0.7442,1.1509,1.2622
372,109.07,26.13,Subtropical,16.5,1325.9,Forest,7,10,12.16,0.1662,-0.1312,0.1598,-0.0266,-0.7521,,,,,,,
373,109.07,26.13,Subtropical,16.5,1325.9,Forest,7,10,12.16,-0.0139,-0.1114,-1.6502,-0.2087,-1.1414,,,,,,,
374,109.07,26.13,Subtropical,16.5,1325.9,Forest,7,10,12.16,0.3048,0.1178,0.3971,-0.4711,-0.5086,,,,,,,
375,109.07,26.13,Subtropical,16.5,1325.9,Forest,7,10,12.16,0.5951,-0.1911,0.4478,-0.0396,0.1319,,,,,,,
376,109.07,26.13,Subtropical,16.5,1325.9,Forest,8,10,12.16,0.3723,0.1226,-0.2601,-0.645,-1.3223,,,,,,,
377,109.07,26.13,Subtropical,16.5,1325.9,Forest,7,30,7.06,0.2397,0.1724,-0.1342,0.2125,-1.6895,,,,,,,
378,109.07,26.13,Subtropical,16.5,1325.9,Forest,7,30,7.06,-0.2712,-0.3769,-0.7741,0.0517,0.2934,,,,,,,
379,109.07,26.13,Subtropical,16.5,1325.9,Forest,7,30,7.06,0.0577,0.1984,-0.1855,-0.2359,-0.6983,,,,,,,
380,109.07,26.13,Subtropical,16.5,1325.9,Forest,7,30,7.06,0.2599,-0.1427,-0.0414,-0.0818,-1.839,,,,,,,
381,109.07,26.13,Subtropical,16.5,1325.9,Forest,8,30,7.06,-0.2303,-0.4668,-0.6738,-0.3787,-1.6895,,,,,,,
382,109.07,26.13,Subtropical,16.5,1325.9,Forest,7,50,4.79,0.2848,0.064,0.1159,0.5541,-1.0321,,,,,,,
383,109.07,26.13,Subtropical,16.5,1325.9,Forest,7,50,4.79,0.0922,0.6281,-0.5318,0.2664,-1.0321,,,,,,,
384,109.07,26.13,Subtropical,16.5,1325.9,Forest,7,50,4.79,0.1628,-0.591,0.2547,0.0429,-0.0645,,,,,,,
385,109.07,26.13,Subtropical,16.5,1325.9,Forest,7,50,4.79,0.6585,0.0851,0.1958,0.4766,-1.0321,,,,,,,
386,109.07,26.13,Subtropical,16.5,1325.9,Forest,8,50,4.79,0.0595,0.7705,-0.6397,-0.4267,-1.0321,,,,,,,
387,106.44,26.02,Subtropical,15.5,1399,Non-forest,6,5,18.15,0.3951,0.1657,0.5632,0.3563,,,,,,,,
388,106.44,26.02,Subtropical,15.5,1399,Non-forest,6,15,15.9,0.6199,0.4332,1.0449,0.3348,,,,,,,,
389,106.44,26.02,Subtropical,15.5,1399,Non-forest,6,25,12.35,0.7448,0.4782,1.5074,0.5587,,,,,,,,
390,104.59,24.76,Subtropical,18,1358,Forest,3,10,6.53,0.4838,0.024,,,,,,,,,,
391,104.59,24.76,Subtropical,18,1358,Forest,5,10,6.53,0.2624,0.1495,,,,,,,,,,
392,104.59,24.76,Subtropical,18,1358,Forest,7,10,6.53,0.4202,0.2232,,,,,,,,,,
393,104.59,24.76,Subtropical,18,1358,Forest,9,10,6.53,0.6763,0.1904,,,,,,,,,,
394,104.59,24.76,Subtropical,18,1358,Forest,11,10,6.53,0.7205,0.5504,,,,,,,,,,
395,104.59,24.76,Subtropical,18,1358,Forest,3,30,4.13,0.6013,0.2498,,,,,,,,,,
396,104.59,24.76,Subtropical,18,1358,Forest,5,30,4.13,0.4343,0.1053,,,,,,,,,,
397,104.59,24.76,Subtropical,18,1358,Forest,7,30,4.13,0.6298,0.4257,,,,,,,,,,
398,104.59,24.76,Subtropical,18,1358,Forest,9,30,4.13,0.9874,0.4807,,,,,,,,,,
399,104.59,24.76,Subtropical,18,1358,Forest,11,30,4.13,0.9268,0.7114,,,,,,,,,,
400,104.59,24.76,Subtropical,18,1358,Forest,3,50,2.83,0.8903,0.2805,,,,,,,,,,
401,104.59,24.76,Subtropical,18,1358,Forest,5,50,2.83,0.6802,0.5412,,,,,,,,,,
402,104.59,24.76,Subtropical,18,1358,Forest,7,50,2.83,0.6802,0.6047,,,,,,,,,,
403,104.59,24.76,Subtropical,18,1358,Forest,9,50,2.83,0.6539,0.5247,,,,,,,,,,
404,104.59,24.76,Subtropical,18,1358,Forest,11,50,2.83,1.0986,0.6788,,,,,,,,,,
405,105.2,25.83,Subtropical,14,1500,Non-forest,,10,40.57,0.0745,0.3016,-0.0513,0.2381,-0.7226,-0.4769,-0.3747,,0.2334,-0.1029,0,0.1165
