No.,Studies,Author.year,Longitude(o),Latitude(o),MAT (¡ãC),MAP(mm),Ecosystem,Restoration time (year),Soil depth (cm),ambient SOC(g kg-1),lnRR.SOC,lnRR.TN,lnRR.TP,lnRR.AN,lnRR.AP,lnRR.MBC,lnRR.MBN,lnRR.MBP,lnRR.invertase,lnRR.urease,lnRR.catalase,lnRR.phosphatase,Climate
1690,171,Yue et al. 2007b,108.0,36.98,7.8,478.3,Forest,,30.0,5.19,-0.1877,-0.1591,-0.293,-0.4639,-0.7516,,,,,,,,Temperate
1691,171,Yue et al. 2007b,108.0,36.98,7.8,478.3,Forest,,50.0,5.1,-0.2596,-0.2985,-0.069,-0.121,-0.0797,,,,,,,,Temperate
1692,171,Yue et al. 2007b,108.0,36.98,7.8,478.3,Forest,,50.0,5.1,-0.3588,-0.1382,-0.2025,-0.0441,-0.6715,,,,,,,,Temperate
1693,171,Yue et al. 2007b,108.0,36.98,7.8,478.3,Forest,,70.0,5.05,-0.2865,-0.1431,-0.018,0.0776,0.0,,,,,,,,Temperate
1694,171,Yue et al. 2007b,108.0,36.98,7.8,478.3,Forest,,70.0,5.05,-0.1766,-0.5108,-0.5596,-0.1417,-0.6103,,,,,,,,Temperate
1695,171,Dong et al. 2014a,108.12,37.07,7.8,478.3,Forest,30.0,10.0,3.83,2.2063,,,,1.8994,,,,,,,,Temperate
1696,171,Dong et al. 2014a,108.12,37.07,7.8,478.3,Forest,10.0,10.0,3.83,0.7447,,,,0.4095,,,,,,,,Temperate
1697,171,Dong et al. 2014a,108.12,37.07,7.8,478.3,Forest,30.0,10.0,3.09,2.4215,,,,1.5285,,,,,,,,Temperate
1698,171,Dong et al. 2014a,108.12,37.07,7.8,478.3,Forest,10.0,10.0,3.09,0.96,,,,0.0387,,,,,,,,Temperate
1699,172,Yue et al. 2007a,108.0,36.98,7.8,478.3,Non-forest,,10.0,5.7,0.1869,0.016,-0.0488,0.2895,-1.0187,,,,-0.1689,-0.0771,0.0525,0.0818,Temperate
1700,172,Yue et al. 2007a,108.0,36.98,7.8,478.3,Non-forest,,30.0,,,-0.0488,-0.0924,-0.1906,-0.2915,,,,-1.0966,-0.7545,-0.0215,-0.4457,Temperate
1701,173,Yue et al. 2007a,108.0,36.98,7.8,478.3,Non-forest,,10.0,5.7,0.2111,-0.1568,0.0465,0.225,-0.8032,,,,0.2882,0.405,0.0752,0.43,Temperate
1702,173,Yue et al. 2007a,108.0,36.98,7.8,478.3,Non-forest,,30.0,,,-0.2719,-0.1942,-0.2212,-0.4212,,,,-0.1105,0.1271,0.0069,0.1723,Temperate
1703,173,Yue et al. 2007b,108.0,36.98,7.8,478.3,Non-forest,,10.0,5.7,0.3486,0.3054,0.0924,0.0426,-0.9108,,,,,,,,Temperate
1704,173,Yue et al. 2007b,108.0,36.98,7.8,478.3,Non-forest,,10.0,5.7,0.0051,-0.0741,0.0776,-0.0953,-0.7991,,,,,,,,Temperate
1705,173,Yue et al. 2007b,108.0,36.98,7.8,478.3,Non-forest,,10.0,5.7,0.749,0.1942,0.3155,0.3149,-1.2262,,,,,,,,Temperate
1706,173,Yue et al. 2007b,108.0,36.98,7.8,478.3,Non-forest,,10.0,5.7,0.1508,-0.1001,0.3502,0.408,-0.7005,,,,,,,,Temperate
1707,173,Yue et al. 2007b,108.0,36.98,7.8,478.3,Non-forest,,30.0,5.19,0.2001,-0.0924,-0.0827,-0.3409,-0.2147,,,,,,,,Temperate
1708,173,Yue et al. 2007b,108.0,36.98,7.8,478.3,Non-forest,,30.0,5.19,-0.0399,-0.2305,-0.0656,-0.3127,-0.3788,,,,,,,,Temperate
1709,173,Yue et al. 2007b,108.0,36.98,7.8,478.3,Non-forest,,30.0,5.19,0.4585,-0.1252,-0.016,-0.5003,-0.9808,,,,,,,,Temperate
1710,173,Yue et al. 2007b,108.0,36.98,7.8,478.3,Non-forest,,30.0,5.19,-0.1036,-0.4818,0.3455,-0.5016,-0.2111,,,,,,,,Temperate
1711,173,Yue et al. 2007b,108.0,36.98,7.8,478.3,Non-forest,,50.0,5.1,0.1379,-0.1382,-0.087,0.0391,-0.1882,,,,,,,,Temperate
1712,173,Yue et al. 2007b,108.0,36.98,7.8,478.3,Non-forest,,50.0,5.1,-0.0634,-0.2559,0.0,-0.3303,-0.1037,,,,,,,,Temperate
1713,173,Yue et al. 2007b,108.0,36.98,7.8,478.3,Non-forest,,50.0,5.1,0.4438,-0.1759,-0.568,-0.5941,-0.2518,,,,,,,,Temperate
1714,173,Yue et al. 2007b,108.0,36.98,7.8,478.3,Non-forest,,50.0,5.1,-0.276,-0.5436,0.1683,-0.2443,0.3632,,,,,,,,Temperate
1715,173,Yue et al. 2007b,108.0,36.98,7.8,478.3,Non-forest,,70.0,5.05,0.0623,-0.1823,-0.1133,0.1299,-0.2998,,,,,,,,Temperate
1716,173,Yue et al. 2007b,108.0,36.98,7.8,478.3,Non-forest,,70.0,5.05,-0.0763,-0.2657,0.0177,-0.1947,-0.2666,,,,,,,,Temperate
1717,173,Yue et al. 2007b,108.0,36.98,7.8,478.3,Non-forest,,70.0,5.05,0.4587,-0.1054,-0.47,0.1251,-1.5395,,,,,,,,Temperate
1718,173,Yue et al. 2007b,108.0,36.98,7.8,478.3,Non-forest,,70.0,5.05,-0.2988,-0.2231,-0.47,0.2108,0.1989,,,,,,,,Temperate
1719,173,Dong et al. 2014a,108.12,37.07,7.8,478.3,Non-forest,50.0,10.0,3.83,2.4824,,,,2.235,,,,,,,,Temperate
1720,173,Dong et al. 2014a,108.12,37.07,7.8,478.3,Non-forest,15.0,10.0,3.83,1.4978,,,,1.3594,,,,,,,,Temperate
1721,173,Dong et al. 2014a,108.12,37.07,7.8,478.3,Non-forest,10.0,10.0,3.83,1.3579,,,,1.3478,,,,,,,,Temperate
1722,173,Dong et al. 2014a,108.12,37.07,7.8,478.3,Non-forest,15.0,10.0,3.83,1.7199,,,,1.4685,,,,,,,,Temperate
1723,173,Dong et al. 2014a,108.12,37.07,7.8,478.3,Non-forest,50.0,10.0,3.09,2.6976,,,,1.8642,,,,,,,,Temperate
1724,173,Dong et al. 2014a,108.12,37.07,7.8,478.3,Non-forest,15.0,10.0,3.09,1.7131,,,,0.9885,,,,,,,,Temperate
1725,173,Dong et al. 2014a,108.12,37.07,7.8,478.3,Non-forest,10.0,10.0,3.09,1.5731,,,,0.9769,,,,,,,,Temperate
1726,173,Dong et al. 2014a,108.12,37.07,7.8,478.3,Non-forest,15.0,10.0,3.09,1.9351,,,,1.0977,,,,,,,,Temperate
1727,174,Han 2008,107.07,34.63,10.8,653.0,Non-forest,5.0,10.0,7.12,0.1006,0.0522,0.0195,-0.0702,-0.8591,0.2683,0.0606,-0.1542,0.413,0.3399,0.2477,0.2249,Subtropical
1728,174,Han 2008,107.07,34.63,10.8,653.0,Non-forest,1.0,10.0,7.12,0.0,0.0097,0.0,-0.0054,-0.0171,0.0535,0.0,0.0,0.0335,0.0408,0.0036,0.0546,Subtropical
1729,174,Han 2008,107.07,34.63,10.8,653.0,Non-forest,5.0,30.0,5.69,0.0262,0.006,-0.0384,-0.0108,-1.0754,,,,,,,,Subtropical
1730,174,Han 2008,107.07,34.63,10.8,653.0,Non-forest,1.0,30.0,5.69,0.0,-0.0177,-0.1941,-0.0108,-0.3409,,,,,,,,Subtropical
1731,174,Han 2008,107.07,34.63,10.8,653.0,Non-forest,5.0,50.0,5.35,0.0414,0.2427,0.0265,0.0121,-1.2329,,,,,,,,Subtropical
1732,174,Han 2008,107.07,34.63,10.8,653.0,Non-forest,1.0,50.0,5.35,0.0,-0.04,0.0201,0.0121,-0.5331,,,,,,,,Subtropical
1733,175,Zhang et al. 2008,107.07,34.62,10.8,653.0,Forest,30.0,5.0,12.3,0.5401,0.4844,0.1219,0.5045,0.0983,1.2663,0.7546,0.7656,1.2528,1.1914,0.6719,0.9105,Subtropical
1734,175,Zhang et al. 2008,107.07,34.62,10.8,653.0,Forest,20.0,5.0,12.3,0.3696,0.2768,-0.0572,0.4973,-0.8298,1.272,0.7614,0.7744,0.9651,0.9445,0.6144,0.7717,Subtropical
1735,175,Zhang et al. 2008,107.07,34.62,10.8,653.0,Forest,5.0,5.0,12.3,0.185,0.1726,-0.3514,0.3945,-1.0102,0.6158,0.4,0.2506,0.8185,0.2088,0.2895,0.4343,Subtropical
1736,175,Hu 2007,107.07,34.62,10.8,564.3,Forest,18.0,10.0,5.92,0.544,-0.0892,-0.7289,-0.5169,-0.9475,,,,,,,,Subtropical
1737,175,Hu 2007,107.07,34.62,10.8,564.3,Forest,18.0,30.0,3.79,0.7128,0.1824,-1.1029,0.076,-1.5119,,,,,,,,Subtropical
1738,175,Hu 2007,107.07,34.62,10.8,564.3,Forest,18.0,50.0,3.68,0.5124,0.4781,-0.5947,-0.8097,-0.9433,,,,,,,,Subtropical
1739,175,Han 2008,107.07,34.63,10.8,653.0,Forest,30.0,10.0,7.12,0.5421,0.4791,0.1227,0.4939,-0.0145,1.2353,0.5596,0.2513,1.3233,1.1914,0.6719,0.9105,Subtropical
1740,175,Han 2008,107.07,34.63,10.8,653.0,Forest,4.0,10.0,7.12,0.1876,0.17,-0.3574,0.39,-1.0754,0.5951,0.2719,-0.1542,0.8185,0.2088,0.2895,0.4343,Subtropical
1741,175,Han 2008,107.07,34.63,10.8,653.0,Forest,30.0,30.0,5.69,0.6175,0.0953,-0.0831,0.4975,-0.2598,,,,,,,,Subtropical
1742,175,Han 2008,107.07,34.63,10.8,653.0,Forest,4.0,30.0,5.69,0.0516,-0.1523,-0.7994,0.7865,-1.5041,,,,,,,,Subtropical
1743,175,Han 2008,107.07,34.63,10.8,653.0,Forest,30.0,50.0,5.35,0.4952,0.4186,0.0838,0.1521,-0.2689,,,,,,,,Subtropical
1744,175,Han 2008,107.07,34.63,10.8,653.0,Forest,4.0,50.0,5.35,-0.1518,0.0572,-0.4292,1.0125,-1.5614,,,,,,,,Subtropical
1745,176,Zhang et al. 2008,107.07,34.62,10.8,653.0,Non-forest,5.0,5.0,12.3,0.0931,0.1603,-0.2513,0.731,-1.5773,0.3054,0.1639,0.1455,0.5531,0.3271,0.2895,0.2198,Subtropical
1746,176,Hu 2007,107.07,34.62,10.8,564.3,Non-forest,13.0,10.0,5.92,0.2644,-0.3123,-0.4929,0.8323,-1.5207,,,,,,,,Subtropical
1747,176,Hu 2007,107.07,34.62,10.8,564.3,Non-forest,13.0,30.0,3.79,0.2668,-0.3567,-0.5359,0.7702,0.4866,,,,,,,,Subtropical
1748,176,Hu 2007,107.07,34.62,10.8,564.3,Non-forest,13.0,50.0,3.68,0.2159,0.1496,-0.1485,0.2196,0.989,,,,,,,,Subtropical
1749,177,Fu 2010,110.37,38.81,8.4,408.5,Non-forest,,10.0,1.79,-0.3752,-0.1823,-0.0194,,-0.2784,,,,,,,,Temperate
1750,177,Fu 2010,110.37,38.81,8.4,408.5,Non-forest,,30.0,1.1,-0.2007,0.0,0.0,,0.3939,,,,,,,,Temperate
1751,177,Fu 2010,110.37,38.81,8.4,408.5,Non-forest,,50.0,0.98,-0.1782,-0.087,0.0326,,0.4587,,,,,,,,Temperate
1752,177,Fu 2010,110.37,38.81,8.4,408.5,Non-forest,,70.0,0.86,-0.0599,0.0,0.0662,,0.2624,,,,,,,,Temperate
1753,177,Fu 2010,110.37,38.81,8.4,408.5,Non-forest,,90.0,0.82,0.0241,0.0953,0.0385,,0.3783,,,,,,,,Temperate
1754,177,Zhang et al. 2018b,110.37,38.81,8.4,408.5,Non-forest,,5.0,2.91,0.1391,,,,,,,,,,,,Temperate
1755,177,Zhang et al. 2018b,110.37,38.81,8.4,408.5,Non-forest,,15.0,1.76,-0.0377,,,,,,,,,,,,Temperate
1756,177,Zhang et al. 2018b,110.37,38.81,8.4,408.5,Non-forest,,30.0,1.22,-0.0364,,,,,,,,,,,,Temperate
1757,178,Bai 2010,110.36,38.79,8.4,437.0,Non-forest,2.0,2.5,7.58,-0.2443,-0.2898,,0.2919,-0.3123,,,,-0.5805,-0.7631,-0.4619,-0.1252,Temperate
1758,178,Bai 2010,110.37,38.79,8.4,437.0,Non-forest,,2.5,7.58,-0.065,-0.1488,,0.2656,-1.4258,,,,0.2065,-0.0136,-0.1697,0.1372,Temperate
1759,178,Bai 2010,110.36,38.79,8.4,437.0,Non-forest,2.0,7.5,5.77,-0.4009,-0.4508,,-0.2764,-2.701,,,,-1.0912,-1.3914,-0.5701,-0.612,Temperate
1760,178,Bai 2010,110.37,38.79,8.4,437.0,Non-forest,,7.5,5.77,-0.1587,-0.2417,,-0.3377,-3.6305,,,,-0.3231,-0.4629,-0.1823,-0.4672,Temperate
1761,178,Bai 2010,110.36,38.79,8.4,437.0,Non-forest,2.0,15.0,2.6,-0.1782,-0.2467,,-0.3393,,,,,-1.1213,-1.7228,-1.0296,-0.6931,Temperate
1762,178,Bai 2010,110.37,38.79,8.4,437.0,Non-forest,,15.0,2.6,0.2978,0.1449,,-0.3785,-3.2055,,,,-0.4282,-0.8812,-0.3499,-0.8873,Temperate
1763,178,Bai 2010,110.36,38.79,8.4,437.0,Non-forest,2.0,30.0,7.84,-1.596,-1.4681,,0.1507,,,,,-0.6932,0.0741,-1.2771,0.499,Temperate
1764,178,Bai 2010,110.37,38.79,8.4,437.0,Non-forest,,30.0,7.84,-1.046,-1.0988,,-0.0253,-0.4568,,,,0.1643,0.5706,-0.3677,-0.2683,Temperate
1765,178,Liu et al. 2016b,110.37,38.81,8.4,437.0,Non-forest,10.0,5.0,2.9,0.1442,0.0394,,,,,,,,,,,Temperate
1766,178,Liu et al. 2016b,110.37,38.81,8.4,437.0,Non-forest,20.0,5.0,4.65,0.5426,0.361,,,,,,,,,,,Temperate
1767,178,Liu et al. 2016b,110.37,38.81,8.4,437.0,Non-forest,10.0,15.0,2.21,-0.4193,-0.3256,,,,,,,,,,,Temperate
1768,178,Liu et al. 2016b,110.37,38.81,8.4,437.0,Non-forest,20.0,15.0,3.06,0.2827,0.0904,,,,,,,,,,,Temperate
1769,178,Zhang and Shao 2018,110.38,38.82,8.1,437.0,Non-forest,6.0,5.0,4.52,0.1667,0.1151,0.0476,,,,,,,,,,Temperate
1770,178,Zhang and Shao 2018,110.38,38.82,8.1,437.0,Non-forest,10.0,5.0,4.33,0.1734,0.1278,0.1542,,,,,,,,,,Temperate
1771,178,Zhang and Shao 2018,110.38,38.82,8.1,437.0,Non-forest,15.0,5.0,4.64,0.4435,0.4818,0.1613,,,,,,,,,,Temperate
1772,178,Zhang and Shao 2018,110.38,38.82,8.1,437.0,Non-forest,20.0,5.0,4.67,0.4644,0.5108,0.2029,,,,,,,,,,Temperate
1773,178,Zhang and Shao 2018,110.38,38.82,8.1,437.0,Non-forest,6.0,15.0,2.2,0.0574,0.0715,0.0526,,,,,,,,,,Temperate
1774,178,Zhang and Shao 2018,110.38,38.82,8.1,437.0,Non-forest,10.0,15.0,2.12,0.2853,0.0645,0.0513,,,,,,,,,,Temperate
1775,178,Zhang and Shao 2018,110.38,38.82,8.1,437.0,Non-forest,15.0,15.0,2.65,0.1665,0.0645,0.1027,,,,,,,,,,Temperate
1776,178,Zhang and Shao 2018,110.38,38.82,8.1,437.0,Non-forest,20.0,15.0,3.11,0.3871,0.2877,0.1301,,,,,,,,,,Temperate
1777,178,Yao et al. 2019,110.37,38.81,8.4,437.0,Non-forest,10.0,5.0,2.93,-0.1082,0.0588,-0.0809,,,,,,,,,,Temperate
1778,178,Yao et al. 2019,110.37,38.81,8.4,437.0,Non-forest,10.0,5.0,4.73,0.539,0.4111,0.1558,,,,,,,,,,Temperate
1779,178,Yao et al. 2019,110.37,38.81,8.4,437.0,Non-forest,20.0,15.0,2.25,0.0328,-0.4626,-0.054,,,,,,,,,,Temperate
1780,178,Yao et al. 2019,110.37,38.81,8.4,437.0,Non-forest,20.0,15.0,3.08,0.2754,0.0889,0.0898,,,,,,,,,,Temperate
1781,179,Bai 2010,110.36,38.8,8.4,437.0,Forest,40.0,2.5,7.58,0.5506,0.3472,,0.6844,0.2154,,,,0.6605,0.0527,-0.6535,0.3807,Temperate
1782,179,Bai 2010,110.35,38.8,8.4,437.0,Forest,40.0,2.5,7.58,-1.031,-1.4311,,-0.2451,-1.2489,,,,-2.3888,-2.5124,-1.3466,-1.0415,Temperate
1783,179,Bai 2010,110.36,38.79,8.4,437.0,Forest,23.0,2.5,7.58,0.0544,-0.0582,,-0.0262,-2.4262,,,,0.199,-0.0556,0.155,0.2578,Temperate
1784,179,Bai 2010,110.36,38.8,8.4,437.0,Forest,40.0,7.5,5.77,0.5557,0.2822,,-0.0113,-0.5009,,,,0.1391,-0.2659,-0.7801,0.0615,Temperate
1785,179,Bai 2010,110.35,38.8,8.4,437.0,Forest,40.0,7.5,5.77,-1.1949,-1.4709,,-1.1041,-3.9407,,,,-3.2883,-3.0857,-1.3398,-1.3723,Temperate
1786,179,Bai 2010,110.36,38.79,8.4,437.0,Forest,23.0,7.5,5.77,-0.0962,-0.2046,,-0.7274,-3.2031,,,,-0.6352,-1.0637,0.1793,-0.3607,Temperate
1787,179,Bai 2010,110.36,38.8,8.4,437.0,Forest,40.0,15.0,2.6,1.0354,0.8108,,0.2792,-1.8192,,,,0.1363,-0.3069,-0.6286,0.0194,Temperate
1788,179,Bai 2010,110.35,38.8,8.4,437.0,Forest,40.0,15.0,2.6,-0.6729,-0.9805,,-1.1764,,,,,-3.1023,-2.9951,-1.5859,-1.4895,Temperate
1789,179,Bai 2010,110.36,38.79,8.4,437.0,Forest,23.0,15.0,2.6,0.3567,0.1449,,-0.976,,,,,-0.7274,-1.5742,-0.0438,-0.7129,Temperate
1790,179,Bai 2010,110.36,38.8,8.4,437.0,Forest,40.0,30.0,7.84,-0.4974,-0.5008,,0.6867,,,,,0.8873,1.779,-0.7028,1.3715,Temperate
1791,179,Bai 2010,110.35,38.8,8.4,437.0,Forest,40.0,30.0,7.84,-1.8192,-2.1103,,-0.6931,-1.3218,,,,-3.3319,-0.9563,-1.5999,-0.4353,Temperate
1792,179,Bai 2010,110.36,38.79,8.4,437.0,Forest,23.0,30.0,7.84,-1.1054,-1.1357,,-0.5316,,,,,-0.7672,-1.1794,-0.0342,-0.0606,Temperate
1793,180,Fu 2010,110.37,38.81,8.4,408.5,Non-forest,,10.0,1.79,-0.2895,-0.1823,0.0,,-0.4243,,,,,,,,Temperate
1794,180,Fu 2010,110.37,38.81,8.4,408.5,Non-forest,,30.0,1.1,0.0269,0.1431,-0.013,,0.2703,,,,,,,,Temperate
1795,180,Fu 2010,110.37,38.81,8.4,408.5,Non-forest,,50.0,0.98,-0.0524,0.0,0.0197,,0.0438,,,,,,,,Temperate
1796,180,Fu 2010,110.37,38.81,8.4,408.5,Non-forest,,70.0,0.86,-0.0355,0.0,0.0662,,-0.1625,,,,,,,,Temperate
1797,180,Fu 2010,110.37,38.81,8.4,408.5,Non-forest,,90.0,0.82,-0.0247,0.0953,0.0572,,-0.0471,,,,,,,,Temperate
1798,180,Liu et al. 2016b,110.37,38.81,8.4,437.0,Non-forest,6.0,5.0,4.77,0.4302,0.3835,,,,,,,,,,,Temperate
1799,180,Liu et al. 2016b,110.37,38.81,8.4,437.0,Non-forest,10.0,5.0,2.92,0.6109,0.4825,,,,,,,,,,,Temperate
1800,180,Liu et al. 2016b,110.37,38.81,8.4,437.0,Non-forest,15.0,5.0,4.41,0.4055,0.3776,,,,,,,,,,,Temperate
1801,180,Liu et al. 2016b,110.37,38.81,8.4,437.0,Non-forest,20.0,5.0,4.77,0.4441,0.5086,,,,,,,,,,,Temperate
1802,180,Liu et al. 2016b,110.37,38.81,8.4,437.0,Non-forest,6.0,15.0,3.08,0.0165,-0.0157,,,,,,,,,,,Temperate
1803,180,Liu et al. 2016b,110.37,38.81,8.4,437.0,Non-forest,10.0,15.0,2.21,-0.1776,-0.2073,,,,,,,,,,,Temperate
1804,180,Liu et al. 2016b,110.37,38.81,8.4,437.0,Non-forest,15.0,15.0,3.1,0.0245,-0.064,,,,,,,,,,,Temperate
1805,180,Liu et al. 2016b,110.37,38.81,8.4,437.0,Non-forest,20.0,15.0,3.05,-0.0787,-0.065,,,,,,,,,,,Temperate
1806,180,Zhang et al. 2018b,110.37,38.81,8.4,408.5,Non-forest,,5.0,2.91,0.37,,,,,,,,,,,,Temperate
1807,180,Zhang et al. 2018b,110.37,38.81,8.4,408.5,Non-forest,,15.0,1.76,-0.0507,,,,,,,,,,,,Temperate
1808,180,Zhang et al. 2018b,110.37,38.81,8.4,408.5,Non-forest,,30.0,1.22,0.0689,,,,,,,,,,,,Temperate
1809,180,Yao et al. 2019,110.37,38.81,8.4,437.0,Non-forest,6.0,5.0,4.73,0.4212,0.4223,0.1266,,,,,,,,,,Temperate
1810,180,Yao et al. 2019,110.37,38.81,8.4,437.0,Non-forest,10.0,5.0,2.93,0.5991,0.4626,-0.0601,,,,,,,,,,Temperate
1811,180,Yao et al. 2019,110.37,38.81,8.4,437.0,Non-forest,15.0,5.0,4.35,0.1737,0.1292,0.195,,,,,,,,,,Temperate
1812,180,Yao et al. 2019,110.37,38.81,8.4,437.0,Non-forest,20.0,5.0,4.73,0.452,0.5176,0.0112,,,,,,,,,,Temperate
1813,180,Yao et al. 2019,110.37,38.81,8.4,437.0,Non-forest,6.0,15.0,3.08,0.0241,0.0,0.0346,,,,,,,,,,Temperate
1814,180,Yao et al. 2019,110.37,38.81,8.4,437.0,Non-forest,10.0,15.0,2.25,-0.2231,-0.2048,0.0,,,,,,,,,,Temperate
1815,180,Yao et al. 2019,110.37,38.81,8.4,437.0,Non-forest,15.0,15.0,3.15,0.3732,0.2819,0.2006,,,,,,,,,,Temperate
1816,180,Yao et al. 2019,110.37,38.81,8.4,437.0,Non-forest,20.0,15.0,3.08,-0.076,-0.0488,-0.0482,,,,,,,,,,Temperate
1817,181,Bai 2010,110.35,38.8,8.4,437.0,Non-forest,23.0,2.5,7.58,-0.5684,-0.6623,,-0.5863,-3.7612,,,,-1.2256,-1.3085,-0.0293,-0.2683,Temperate
1818,181,Bai 2010,110.35,38.8,8.4,437.0,Non-forest,23.0,7.5,5.77,-0.5482,-0.7782,,-1.2307,,,,,-1.9534,-2.3926,0.0118,-1.4901,Temperate
1819,181,Bai 2010,110.35,38.8,8.4,437.0,Non-forest,23.0,15.0,2.6,0.2353,-0.0162,,-1.2945,,,,,-1.3106,-1.897,-0.2657,-1.2577,Temperate
1820,181,Bai 2010,110.35,38.8,8.4,437.0,Non-forest,23.0,30.0,7.84,-1.046,-1.1171,,-0.6444,,,,,-0.8473,0.0,-0.1671,-0.2683,Temperate
1821,181,Fu 2010,110.37,38.81,8.4,408.5,Non-forest,,10.0,1.79,0.1645,0.2451,-0.0732,,-0.3161,,,,,,,,Temperate
1822,181,Fu 2010,110.37,38.81,8.4,408.5,Non-forest,,30.0,1.1,0.4586,0.5261,-0.0527,,0.1881,,,,,,,,Temperate
1823,181,Fu 2010,110.37,38.81,8.4,408.5,Non-forest,,50.0,0.98,0.5625,0.6061,0.0,,0.126,,,,,,,,Temperate
1824,181,Fu 2010,110.37,38.81,8.4,408.5,Non-forest,,70.0,0.86,0.3331,0.3747,0.0468,,-0.2877,,,,,,,,Temperate
1825,181,Fu 2010,110.37,38.81,8.4,408.5,Non-forest,,90.0,0.82,0.4531,0.47,0.0257,,-0.1484,,,,,,,,Temperate
1826,181,Liu et al. 2016b,110.37,38.81,8.4,437.0,Non-forest,10.0,5.0,2.85,0.6931,0.5877,,,,,,,,,,,Temperate
1827,181,Liu et al. 2016b,110.37,38.81,8.4,437.0,Non-forest,20.0,5.0,4.73,0.5031,0.4813,,,,,,,,,,,Temperate
1828,181,Liu et al. 2016b,110.37,38.81,8.4,437.0,Non-forest,40.0,5.0,4.73,0.1431,0.1106,,,,,,,,,,,Temperate
1829,181,Liu et al. 2016b,110.37,38.81,8.4,437.0,Non-forest,10.0,15.0,2.23,-0.0471,-0.0249,,,,,,,,,,,Temperate
1830,181,Liu et al. 2016b,110.37,38.81,8.4,437.0,Non-forest,20.0,15.0,3.1,-0.0167,0.0304,,,,,,,,,,,Temperate
1831,181,Liu et al. 2016b,110.37,38.81,8.4,437.0,Non-forest,40.0,15.0,2.36,0.0321,0.0444,,,,,,,,,,,Temperate
1832,181,Zhang et al. 2018b,110.37,38.81,8.4,408.5,Non-forest,,5.0,2.91,0.4728,,,,,,,,,,,,Temperate
1833,181,Zhang et al. 2018b,110.37,38.81,8.4,408.5,Non-forest,,15.0,1.76,0.2969,,,,,,,,,,,,Temperate
1834,181,Zhang et al. 2018b,110.37,38.81,8.4,408.5,Non-forest,,30.0,1.22,0.3814,,,,,,,,,,,,Temperate
1835,181,Yao et al. 2019,110.37,38.81,8.4,437.0,Non-forest,10.0,5.0,2.93,0.6672,0.581,-0.0396,,,,,,,,,,Temperate
1836,181,Yao et al. 2019,110.37,38.81,8.4,437.0,Non-forest,20.0,5.0,4.73,0.5482,0.4868,-0.023,,,,,,,,,,Temperate
1837,181,Yao et al. 2019,110.37,38.81,8.4,437.0,Non-forest,40.0,5.0,4.8,0.1452,0.1195,0.0,,,,,,,,,,Temperate
1838,181,Yao et al. 2019,110.37,38.81,8.4,437.0,Non-forest,10.0,15.0,2.25,-0.069,0.0,-0.032,,,,,,,,,,Temperate
1839,181,Yao et al. 2019,110.37,38.81,8.4,437.0,Non-forest,20.0,15.0,3.08,-0.0247,0.023,-0.0733,,,,,,,,,,Temperate
1840,181,Yao et al. 2019,110.37,38.81,8.4,437.0,Non-forest,40.0,15.0,2.33,0.0317,0.0541,0.0932,,,,,,,,,,Temperate
1841,182,Zhang et al. 2015b,107.67,35.22,9.4,560.0,Non-forest,28.0,10.0,5.39,0.0819,-0.0091,,,,,,,,,,,Temperate
1842,182,Liu et al. 2017,107.68,35.23,9.1,,Non-forest,5.0,2.5,0.67,0.5828,,,,,,,,,,,,Temperate
1843,182,Liu et al. 2017,107.68,35.23,9.1,,Non-forest,15.0,2.5,0.67,0.4958,,,,,,,,,,,,Temperate
1844,182,Liu et al. 2017,107.68,35.23,9.1,,Non-forest,30.0,2.5,0.67,0.8192,,,,,,,,,,,,Temperate
1845,182,Liu et al. 2017,107.68,35.23,9.1,,Non-forest,5.0,7.5,0.65,0.1951,,,,,,,,,,,,Temperate
1846,182,Liu et al. 2017,107.68,35.23,9.1,,Non-forest,15.0,7.5,0.65,0.2564,,,,,,,,,,,,Temperate
1847,182,Liu et al. 2017,107.68,35.23,9.1,,Non-forest,30.0,7.5,0.65,0.4796,,,,,,,,,,,,Temperate
1848,182,Liu et al. 2017,107.68,35.23,9.1,,Non-forest,5.0,15.0,0.56,0.0522,,,,,,,,,,,,Temperate
1849,182,Liu et al. 2017,107.68,35.23,9.1,,Non-forest,15.0,15.0,0.56,0.2787,,,,,,,,,,,,Temperate
1850,182,Liu et al. 2017,107.68,35.23,9.1,,Non-forest,30.0,15.0,0.56,0.2651,,,,,,,,,,,,Temperate
1851,182,Liu et al. 2017,107.68,35.23,9.1,,Non-forest,5.0,25.0,0.45,0.0,,,,,,,,,,,,Temperate
1852,182,Liu et al. 2017,107.68,35.23,9.1,,Non-forest,15.0,25.0,0.45,0.2364,,,,,,,,,,,,Temperate
1853,182,Liu et al. 2017,107.68,35.23,9.1,,Non-forest,30.0,25.0,0.45,0.3365,,,,,,,,,,,,Temperate
1854,182,Liu et al. 2017,107.68,35.23,9.1,,Non-forest,5.0,40.0,0.36,-0.1178,,,,,,,,,,,,Temperate
1855,182,Liu et al. 2017,107.68,35.23,9.1,,Non-forest,15.0,40.0,0.36,0.2877,,,,,,,,,,,,Temperate
1856,182,Liu et al. 2017,107.68,35.23,9.1,,Non-forest,30.0,40.0,0.36,0.4418,,,,,,,,,,,,Temperate
