No.,Studies,Author.year,Longitude(o),Latitude(o),MAT (°„C),MAP(mm),Ecosystem,Restoration time (year),Soil depth (cm),ambient SOC(g kg-1),lnRR.SOC,lnRR.TN,lnRR.TP,lnRR.AN,lnRR.AP,lnRR.MBC,lnRR.MBN,lnRR.MBP,lnRR.invertase,lnRR.urease,lnRR.catalase,lnRR.phosphatase
2619,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25,30,3.09,0.17,0.3548,NA,0.8357,0.041,NA,NA,NA,NA,NA,NA,NA
2620,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,30,3.09,0.1278,0.3877,NA,0.8543,-0.2064,NA,NA,NA,NA,NA,NA,NA
2621,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25,30,3.09,0.1065,0.2995,NA,0.8357,-0.2084,NA,NA,NA,NA,NA,NA,NA
2622,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25,30,3.09,0.2342,0.4281,NA,0.8874,-0.0803,NA,NA,NA,NA,NA,NA,NA
2623,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,30,3.09,0.3248,0.5989,NA,1.1618,0.2885,NA,NA,NA,NA,NA,NA,NA
2624,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,30,3.09,0.254,0.5328,NA,0.9924,0.4402,NA,NA,NA,NA,NA,NA,NA
2625,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25,50,1.57,0.5937,0.1197,NA,1.115,-0.0152,NA,NA,NA,NA,NA,NA,NA
2626,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,50,1.57,0.6228,0.3671,NA,1.127,-0.1244,NA,NA,NA,NA,NA,NA,NA
2627,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,50,1.57,-0.1503,0.3979,NA,1.143,0.0692,NA,NA,NA,NA,NA,NA,NA
2628,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,50,1.57,-0.416,0.0629,NA,1.1681,0.4067,NA,NA,NA,NA,NA,NA,NA
2629,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,50,1.57,0.6564,0.5057,NA,1.1907,0.0038,NA,NA,NA,NA,NA,NA,NA
2630,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25,50,1.57,0.6717,0.5716,NA,1.1532,-0.2915,NA,NA,NA,NA,NA,NA,NA
2631,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,50,1.57,0.2788,0.4885,NA,1.2141,0.2492,NA,NA,NA,NA,NA,NA,NA
2632,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,50,1.57,0.4844,0.396,NA,0.9762,0.1568,NA,NA,NA,NA,NA,NA,NA
2633,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,50,1.57,0.5166,0.2152,NA,0.815,-0.4264,NA,NA,NA,NA,NA,NA,NA
2634,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,50,1.57,-0.1192,-0.0345,NA,0.7947,0.0692,NA,NA,NA,NA,NA,NA,NA
2635,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,50,1.57,0.5124,0.5392,NA,0.8083,0.0261,NA,NA,NA,NA,NA,NA,NA
2636,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,50,1.57,0.9253,0.396,NA,1.0416,-0.6745,NA,NA,NA,NA,NA,NA,NA
2637,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25,50,1.57,0.6731,0.0306,NA,0.5825,-0.2326,NA,NA,NA,NA,NA,NA,NA
2638,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,50,1.57,0.549,0.1197,NA,0.6888,-0.2764,NA,NA,NA,NA,NA,NA,NA
2639,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25,50,1.57,0.6119,0.3107,NA,0.9107,-0.3327,NA,NA,NA,NA,NA,NA,NA
2640,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25,50,1.57,0.7397,0.4388,NA,0.9689,-0.2045,NA,NA,NA,NA,NA,NA,NA
2641,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,50,1.57,0.0004,0.319,NA,1.1498,0.1274,NA,NA,NA,NA,NA,NA,NA
2642,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,50,1.57,0.3214,0.4204,NA,1.0177,0.3915,NA,NA,NA,NA,NA,NA,NA
2643,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25,70,1.23,0.5912,0.1665,NA,0.8764,-0.0329,NA,NA,NA,NA,NA,NA,NA
2644,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,70,1.23,0.573,0.6503,NA,1.1024,-0.1335,NA,NA,NA,NA,NA,NA,NA
2645,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,70,1.23,0.2828,0.5095,NA,1.2015,0.1301,NA,NA,NA,NA,NA,NA,NA
2646,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,70,1.23,0.1365,0.2665,NA,1.1181,0.5191,NA,NA,NA,NA,NA,NA,NA
2647,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,70,1.23,0.4325,0.6625,NA,1.0872,-0.0046,NA,NA,NA,NA,NA,NA,NA
2648,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25,70,1.23,0.4257,0.6503,NA,1.0971,-0.2105,NA,NA,NA,NA,NA,NA,NA
2649,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,70,1.23,-0.0152,0.2561,NA,1.1863,0.4055,NA,NA,NA,NA,NA,NA,NA
2650,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,70,1.23,0.5857,0.2742,NA,0.9659,0.3185,NA,NA,NA,NA,NA,NA,NA
2651,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,70,1.23,0.3941,0.1694,NA,0.8049,-0.3713,NA,NA,NA,NA,NA,NA,NA
2652,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,70,1.23,-0.2561,-0.1098,NA,1.3846,0.2595,NA,NA,NA,NA,NA,NA,NA
2653,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,70,1.23,0.6535,0.5354,NA,1.0425,-0.5631,NA,NA,NA,NA,NA,NA,NA
2654,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,70,1.23,0.6671,0.105,NA,1.1329,-0.5155,NA,NA,NA,NA,NA,NA,NA
2655,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25,70,1.23,0.3147,-0.0446,NA,0.4897,-0.6931,NA,NA,NA,NA,NA,NA,NA
2656,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,70,1.23,0.8786,0.1722,NA,0.7022,-0.2395,NA,NA,NA,NA,NA,NA,NA
2657,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25,70,1.23,0.4896,0.2639,NA,0.8998,-0.2785,NA,NA,NA,NA,NA,NA,NA
2658,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25,70,1.23,0.6172,0.392,NA,1.1039,-0.4553,NA,NA,NA,NA,NA,NA,NA
2659,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,70,1.23,-0.3268,0.211,NA,1.1314,0.3677,NA,NA,NA,NA,NA,NA,NA
2660,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,70,1.23,0.2931,0.2994,NA,1.0795,0.4712,NA,NA,NA,NA,NA,NA,NA
2661,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25,90,1.17,0.1002,0.2393,NA,0.8961,-0.1118,NA,NA,NA,NA,NA,NA,NA
2662,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,90,1.17,0.0761,0.4238,NA,1.2104,-0.1419,NA,NA,NA,NA,NA,NA,NA
2663,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,90,1.17,0.5207,0.4087,NA,1.2908,0.1195,NA,NA,NA,NA,NA,NA,NA
2664,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,90,1.17,-0.0169,0.216,NA,1.2856,0.7295,NA,NA,NA,NA,NA,NA,NA
2665,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,90,1.17,0.4738,0.5498,NA,1.3198,-0.6266,NA,NA,NA,NA,NA,NA,NA
2666,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25,90,1.17,0.5568,0.6567,NA,1.2196,-0.2179,NA,NA,NA,NA,NA,NA,NA
2667,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,90,1.17,-0.1018,0.1974,NA,1.2111,0.4654,NA,NA,NA,NA,NA,NA,NA
2668,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,90,1.17,0.5514,0.1254,NA,0.8534,-0.1542,NA,NA,NA,NA,NA,NA,NA
2669,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,90,1.17,0.3937,-0.0744,NA,0.8432,-0.5458,NA,NA,NA,NA,NA,NA,NA
2670,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,90,1.17,-0.3978,-0.1174,NA,0.9817,0.3677,NA,NA,NA,NA,NA,NA,NA
2671,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,90,1.17,0.7367,0.3252,NA,1.1175,-0.6879,NA,NA,NA,NA,NA,NA,NA
2672,254,Gao 2010,111.25,37.72,7.6,418.8,Forest,25,90,1.17,0.493,-0.0992,NA,1.2018,-0.1792,NA,NA,NA,NA,NA,NA,NA
2673,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25,90,1.17,0.3904,-0.0399,NA,0.3911,0.0616,NA,NA,NA,NA,NA,NA,NA
2674,254,Gao 2010,111.23,37.72,7.6,418.8,Forest,25,90,1.17,-0.0225,-0.5119,NA,0.4964,-0.0885,NA,NA,NA,NA,NA,NA,NA
2675,254,Gao 2010,111.23,37.73,7.6,418.8,Forest,25,90,1.17,0.4891,0.0225,NA,0.9389,-0.4501,NA,NA,NA,NA,NA,NA,NA
2676,254,Gao 2010,111.24,37.73,7.6,418.8,Forest,25,90,1.17,0.6169,0.1509,NA,1.136,-0.016,NA,NA,NA,NA,NA,NA,NA
2677,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,90,1.17,-0.5025,0.1565,NA,1.2363,0.4452,NA,NA,NA,NA,NA,NA,NA
2678,254,Gao 2010,111.24,37.72,7.6,418.8,Forest,25,90,1.17,0.4498,0.4918,NA,1.1939,0.2995,NA,NA,NA,NA,NA,NA,NA
2679,254,Wang et al. 2016,112.4,36.63,8.6,662,Forest,15,10,15.05,0.1311,0.6411,0.1464,NA,NA,NA,NA,NA,NA,NA,NA,NA
2680,254,Wang et al. 2016,112.4,36.63,8.6,662,Forest,15,30,11.72,0.2887,0.7682,0.1511,NA,NA,NA,NA,NA,NA,NA,NA,NA
2681,254,Wang et al. 2016,112.4,36.63,8.6,662,Forest,15,50,7.89,0.5244,0.5166,0.0697,NA,NA,NA,NA,NA,NA,NA,NA,NA
2682,254,Wang et al. 2016,112.4,36.63,8.6,662,Forest,38,10,15.05,0.3978,0.6015,0.1936,NA,NA,NA,NA,NA,NA,NA,NA,NA
2683,254,Wang et al. 2016,112.4,36.63,8.6,662,Forest,38,30,11.72,0.3347,0.5652,0.2461,NA,NA,NA,NA,NA,NA,NA,NA,NA
2684,254,Wang et al. 2016,112.4,36.63,8.6,662,Forest,38,50,7.89,0.4198,0.3983,0.1039,NA,NA,NA,NA,NA,NA,NA,NA,NA
2685,255,Dong et al. 2014b,111.73,39.01,4.8,400,Forest,30,10,3.42,0.0787,0.0504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2686,255,Dong et al. 2014b,111.73,39.01,4.8,400,Forest,30,30,1.65,0.4055,0.4267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2687,255,Dong et al. 2014b,111.73,39.01,4.8,400,Forest,30,50,1.65,0.3357,0.2743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2688,256,Dong et al. 2014b,111.73,39.01,4.8,400,Non-forest,30,10,3.42,0.3029,0.0667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2689,256,Dong et al. 2014b,111.73,39.01,4.8,400,Non-forest,30,30,1.65,0.4925,0.6365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2690,256,Dong et al. 2014b,111.73,39.01,4.8,400,Non-forest,30,50,1.65,0.4155,0.4969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2691,257,Dong et al. 2014b,111.73,39.01,4.8,400,Non-forest,NA,10,3.42,0.0485,0.0339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2692,257,Dong et al. 2014b,111.73,39.01,4.8,400,Non-forest,NA,30,1.65,0.1882,0.3361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2693,257,Dong et al. 2014b,111.73,39.01,4.8,400,Non-forest,NA,50,1.65,0.1189,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2694,258,Hu 2010,111.38,39.17,8.8,426,Non-forest,9,10,2.28,0.1588,0.4197,-0.372,0.1401,-0.1468,NA,NA,NA,0.092,0.1575,0.1326,-0.1273
2695,258,Hu 2010,111.38,39.17,8.8,426,Non-forest,9,30,0.95,0.8722,0.3297,0.3471,0.3488,-0.8873,NA,NA,NA,-1.7491,0.8708,0.1839,0.4539
2696,258,Hu 2010,111.38,39.17,8.8,426,Non-forest,9,NA,0.84,0.6707,0.8344,0.4263,0.3364,-0.5608,NA,NA,NA,-0.6931,0.6607,0.3254,0.568
2697,259,Hu 2010,111.38,39.17,8.8,426,Forest,9,10,2.28,0.1376,0.2608,0.1606,0.0864,0.0543,NA,NA,NA,-0.7053,0.1306,-0.1272,-0.045
2698,259,Hu 2010,111.38,39.17,8.8,426,Forest,9,30,0.95,0.7126,0.2838,0.8022,0.2554,-0.2683,NA,NA,NA,-1.7491,0.7024,-0.0762,1.1538
2699,259,Hu 2010,111.38,39.17,8.8,426,Forest,9,NA,0.84,0.4974,0.7666,0.1721,0.1398,0.1561,NA,NA,NA,-0.4053,0.5065,0.4055,1.4641
2700,259,Hu 2010,111.38,39.17,8.8,426,Forest,9,10,2.28,0.2774,-0.3237,-0.3082,-0.2081,0.0102,NA,NA,NA,0.254,0.2701,-0.1974,-0.1786
2701,259,Hu 2010,111.38,39.17,8.8,426,Forest,9,30,0.95,0.7777,-0.3529,0.3795,0.0096,-0.4353,NA,NA,NA,1.182,0.7646,-1.0278,0.8227
2702,259,Hu 2010,111.38,39.17,8.8,426,Forest,9,NA,0.84,0.7577,-0.0617,-0.0643,-0.0512,0,NA,NA,NA,0,0.755,0.4914,0.4249
2703,260,Hu 2010,111.38,39.17,8.8,426,Non-forest,9,10,2.28,0.0558,0.0315,0.0731,0.2801,0.2438,NA,NA,NA,-0.9531,0.0455,-0.3335,-0.4055
2704,260,Hu 2010,111.38,39.17,8.8,426,Non-forest,9,30,0.95,0.3722,0.3842,0.6696,0.2015,0.0856,NA,NA,NA,-1.3437,0.3677,-0.2605,0.277
2705,260,Hu 2010,111.38,39.17,8.8,426,Non-forest,9,NA,0.84,0.3365,0.5469,0.2839,0.1823,1.0178,NA,NA,NA,-0.4053,0.3545,-0.0392,0.4249
2706,261,Zhang 2009,111.38,37.58,8.9,500,Non-forest,2,10,6.05,-0.0852,0.5596,-0.7588,0.0634,-0.64,NA,NA,NA,NA,NA,NA,NA
2707,261,Zhang 2009,111.38,37.58,8.9,500,Non-forest,8,10,6.05,-0.4106,0.3788,-0.0741,-0.4454,0.0357,NA,NA,NA,NA,NA,NA,NA
2708,261,Zhang 2009,111.38,37.58,8.9,500,Non-forest,12,10,6.05,-0.1782,-0.126,-0.1089,-0.5531,0.4353,NA,NA,NA,NA,NA,NA,NA
2709,261,Zhang 2009,111.38,37.58,8.9,500,Non-forest,18,10,6.05,0.0498,0.1119,-0.3477,-0.1176,-2.398,NA,NA,NA,NA,NA,NA,NA
2710,261,Zhang 2009,111.38,37.58,8.9,500,Non-forest,27,10,6.05,-0.6337,-0.2532,0.1195,-0.4558,0.9966,NA,NA,NA,NA,NA,NA,NA
2711,261,Zhang 2009,111.38,37.58,8.9,500,Non-forest,2,30,6.23,-0.472,-0.2465,1.5454,-0.3001,0.6783,NA,NA,NA,NA,NA,NA,NA
2712,261,Zhang 2009,111.38,37.58,8.9,500,Non-forest,8,30,6.23,-1.0598,-1.1682,0.1881,-0.9735,-1.4469,NA,NA,NA,NA,NA,NA,NA
2713,261,Zhang 2009,111.38,37.58,8.9,500,Non-forest,12,30,6.23,-0.1265,-1.4118,0.7759,-0.9929,-0.4353,NA,NA,NA,NA,NA,NA,NA
2714,261,Zhang 2009,111.38,37.58,8.9,500,Non-forest,18,30,6.23,0.4663,-0.4484,0.7436,-0.8449,0,NA,NA,NA,NA,NA,NA,NA
2715,261,Zhang 2009,111.38,37.58,8.9,500,Non-forest,27,30,6.23,0.164,-1.2826,0.8813,-0.7783,-0.4353,NA,NA,NA,NA,NA,NA,NA
2716,261,Zhang 2009,111.38,37.58,8.9,500,Non-forest,2,50,5.8,-0.4829,1.2833,0.1919,-0.4624,0.2136,NA,NA,NA,NA,NA,NA,NA
2717,261,Zhang 2009,111.38,37.58,8.9,500,Non-forest,8,50,5.8,-0.449,0.5534,0,-0.31,0.5931,NA,NA,NA,NA,NA,NA,NA
2718,261,Zhang 2009,111.38,37.58,8.9,500,Non-forest,12,50,5.8,-0.9879,0.2657,0.3114,-0.8799,1.4773,NA,NA,NA,NA,NA,NA,NA
2719,261,Zhang 2009,111.38,37.58,8.9,500,Non-forest,18,50,5.8,-0.4829,0.4199,0.4555,-0.9735,0.0909,NA,NA,NA,NA,NA,NA,NA
2720,261,Zhang 2009,111.38,37.58,8.9,500,Non-forest,27,50,5.8,0.6215,1.0389,0.4914,-1.1212,-0.9651,NA,NA,NA,NA,NA,NA,NA
2721,262,Wang et al. 2012d,104.58,30.1,16.8,965.8,Non-forest,10,10,NA,NA,NA,NA,NA,NA,NA,0.642,0.2229,NA,NA,0.3729,0.2365
2722,263,Wang et al. 2012d,104.58,30.1,16.8,965.8,Forest,10,10,NA,NA,NA,NA,NA,NA,NA,0.6061,0.3718,NA,NA,0.4816,0.3289
2723,264,Wan 2003,102.63,30.05,NA,NA,Forest,3,10,7.37,0.7088,-0.0913,-0.0958,-0.4999,-0.5883,NA,NA,NA,NA,NA,NA,NA
2724,264,Wan 2003,102.75,30.05,NA,NA,Forest,3,10,10.56,1.8993,-0.1857,0.1165,-0.3796,-0.4549,NA,NA,NA,NA,NA,NA,NA
2725,264,Wan 2003,102.8,30.02,NA,NA,Forest,3,10,14.21,0.1045,-0.02,-0.1064,0.0542,-0.5958,NA,NA,NA,NA,NA,NA,NA
2726,264,Wan 2003,102.63,30.05,NA,NA,Forest,3,30,5.16,0.4812,-0.0555,-0.1777,-0.4215,0.2967,NA,NA,NA,NA,NA,NA,NA
2727,264,Wan 2003,102.75,30.05,NA,NA,Forest,3,30,5.34,0.3224,-0.192,0.1823,-0.266,0.2478,NA,NA,NA,NA,NA,NA,NA
2728,264,Wan 2003,102.8,30.02,NA,NA,Forest,3,30,6.9,0.2578,0.1121,-0.0825,0.21,-0.6868,NA,NA,NA,NA,NA,NA,NA
2729,264,Yang et al. 2007,102.27,29.82,15.1,1736,Forest,3,10,20.19,0.1168,0.1045,-0.6048,0.3624,-0.3834,NA,NA,NA,NA,NA,NA,NA
2730,264,Yang et al. 2007,102.27,29.82,15.1,1736,Forest,3,30,16.29,-0.0455,0.0244,-0.1017,0.2417,-0.2065,NA,NA,NA,NA,NA,NA,NA
2731,265,Xie and Zhang 2012,105.03,29.61,NA,1000,Forest,3,7.5,1.07,0.0054,NA,NA,-0.073,-0.5818,NA,NA,NA,NA,NA,NA,NA
2732,265,Xie and Zhang 2012,105.03,29.61,NA,1000,Forest,3,22.5,1.06,-0.0222,NA,NA,0.7576,-0.4077,NA,NA,NA,NA,NA,NA,NA
2733,265,Chen et al. 2008,103.18,29.71,15,1489.8,Forest,1,10,14.41,-0.2065,-0.1217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2734,265,Chen et al. 2008,103.18,29.71,15,1489.8,Forest,2,10,14.41,-0.4151,-0.3129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2735,265,Chen et al. 2008,103.18,29.71,15,1489.8,Forest,3,10,14.41,-0.4224,-0.3624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2736,265,Chen et al. 2008,103.18,29.71,15,1489.8,Forest,4,10,14.41,-0.5632,-0.3945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2737,265,Chen et al. 2008,103.18,29.71,15,1489.8,Forest,5,10,14.41,-0.6061,-0.4977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2738,265,Chen et al. 2008,103.18,29.71,15,1489.8,Forest,6,10,14.41,-0.4595,-0.3251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2739,265,Chen et al. 2008,103.18,29.71,15,1489.8,Forest,7,10,14.41,-0.4151,-0.3129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2740,265,Chen et al. 2008,103.18,29.71,15,1489.8,Forest,1,30,15.38,-0.2254,-0.2316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2741,265,Chen et al. 2008,103.18,29.71,15,1489.8,Forest,2,30,15.38,-0.2714,-0.4246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2742,265,Chen et al. 2008,103.18,29.71,15,1489.8,Forest,3,30,15.38,-0.4443,-0.5928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2743,265,Chen et al. 2008,103.18,29.71,15,1489.8,Forest,4,30,15.38,-0.4374,-0.3867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2744,265,Chen et al. 2008,103.18,29.71,15,1489.8,Forest,5,30,15.38,-0.4032,-0.3322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2745,265,Chen et al. 2008,103.18,29.71,15,1489.8,Forest,6,30,15.38,-0.3073,-0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2746,265,Chen et al. 2008,103.18,29.71,15,1489.8,Forest,7,30,15.38,-0.2832,-0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2747,266,Huang 2009,104.3,30.63,16.8,786.6,Forest,6,10,87.12,-0.2776,0.2006,-0.8738,0.4948,-0.5765,0.7666,-0.3952,-0.5955,0.447,0.0722,NA,-0.8267
2748,266,Huang 2009,104.3,30.63,16.8,786.6,Forest,6,10,87.12,0.1144,0.5109,-0.3495,0.9066,-0.006,0.9529,0.5976,-0.2057,0.7853,0.3848,NA,0.0206
2749,266,Huang 2009,104.3,30.63,16.8,786.6,Forest,6,10,87.12,-0.1009,-0.0734,-0.76,0.7255,-0.445,0.5953,0.1913,-0.8157,0.6227,0.2671,NA,-0.5878
2750,266,Huang 2009,104.3,30.63,16.8,786.6,Forest,6,10,87.12,-0.3466,-0.2911,-0.3293,0.3322,-0.5633,0.2663,-0.7536,-0.4855,0.0492,-0.0346,NA,-0.2785
2751,266,Huang 2009,104.3,30.63,16.8,786.6,Forest,6,30,37.84,-0.0476,0.0928,-2.2044,0.5066,-0.6515,-0.1133,-0.5957,-1.1664,0.7803,-0.0586,NA,-0.6318
2752,266,Huang 2009,104.3,30.63,16.8,786.6,Forest,6,30,37.84,0.1706,0.1777,-0.6931,0.8682,-1.1303,-0.0935,0.3671,-0.219,0.8659,0.2998,NA,-0.5408
2753,266,Huang 2009,104.3,30.63,16.8,786.6,Forest,6,30,37.84,0.0455,-0.072,-1.1866,0.8225,-1.1129,0.3935,0.21,-0.5993,0.0292,0.1507,NA,-0.2919
2754,266,Huang 2009,104.3,30.63,16.8,786.6,Forest,6,30,37.84,-0.0355,-0.1335,-0.7463,0.0819,-0.5582,0.2088,-0.4298,-0.3381,-0.0793,-0.0247,NA,-0.2263
2755,267,Zhou et al. 2014,102.92,31.75,9,1300,Forest,12,7.5,35.59,0.3567,NA,NA,NA,NA,0.4055,NA,NA,NA,NA,NA,NA
2756,267,Zhou et al. 2014,102.92,31.75,9,1300,Forest,12,22.5,20.34,0.4383,NA,NA,NA,NA,0.4055,NA,NA,NA,NA,NA,NA
2757,268,Ma et al. 2010,103.3,30.05,16.6,1232.8,Forest,1,10,9.12,0.0142,-0.0538,NA,-0.1251,-0.1196,NA,NA,NA,NA,NA,NA,NA
2758,268,Ma et al. 2010,103.3,30.05,16.6,1232.8,Forest,2,10,9.12,0.0282,-0.0382,NA,-0.0923,-0.095,NA,NA,NA,NA,NA,NA,NA
2759,268,Ma et al. 2010,103.3,30.05,16.6,1232.8,Forest,3,10,9.12,0.069,-0.015,NA,-0.0607,-0.0621,NA,NA,NA,NA,NA,NA,NA
2760,268,Ma et al. 2010,103.3,30.05,16.6,1232.8,Forest,1,30,3.39,0.0741,-0.0514,NA,-0.0968,-0.207,NA,NA,NA,NA,NA,NA,NA
2761,268,Ma et al. 2010,103.3,30.05,16.6,1232.8,Forest,2,30,3.39,0.1092,-0.0386,NA,-0.0635,-0.1699,NA,NA,NA,NA,NA,NA,NA
2762,268,Ma et al. 2010,103.3,30.05,16.6,1232.8,Forest,3,30,3.39,0.1092,-0.026,NA,-0.0473,-0.0976,NA,NA,NA,NA,NA,NA,NA
2763,269,Lu et al. 2018,102.9,30.37,17,1000,Forest,NA,15,NA,NA,0.4529,0.1424,0.4879,0.3565,NA,NA,NA,NA,NA,NA,NA
2764,270,Lu et al. 2018,102.9,30.37,17,1000,Non-forest,NA,15,NA,NA,0.5471,0.0302,0.515,0.3881,NA,NA,NA,NA,NA,NA,NA
2765,271,Zheng 2013,104.02,31.37,16,925,Non-forest,7,10,19.83,0.2907,0.2358,NA,0.4764,-1.1215,0.5398,0.4652,NA,0.6263,0.3252,NA,0.921
2766,272,Zheng 2013,104.02,31.37,16,925,Forest,7,10,19.83,0.1895,0.1697,NA,0.4103,-1.4664,0.4206,0.3582,NA,0.4394,0.2657,NA,0.7895
2767,272,Zheng 2013,104.02,31.37,16,925,Forest,7,10,19.83,0.1374,0.1248,NA,0.1562,-1.7347,0.2574,0.2384,NA,0.3026,0.1605,NA,0.4212
2768,273,Zhang et al. 2013b,103.5,25.21,16.2,1255,Forest,9,10,11.23,0.3664,0.0911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2769,273,Zhang et al. 2013b,103.5,25.21,16.2,1255,Forest,9,10,11.23,0.2521,0.0806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2770,273,Zhang et al. 2013b,103.5,25.21,16.2,1255,Forest,9,30,7.27,0.5889,0.2318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2771,273,Zhang et al. 2013b,103.5,25.21,16.2,1255,Forest,9,30,7.27,0.4877,0.1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2772,273,Zhang et al. 2013b,103.5,25.21,16.2,1255,Forest,9,50,4.62,0.2326,0.3553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2773,273,Zhang et al. 2013b,103.5,25.21,16.2,1255,Forest,9,50,4.62,0.0929,0.1711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2774,274,Wang et al. 2017d,105.47,31.27,17.3,826,Forest,NA,10,12.31,0.5355,0.6332,0.6737,NA,NA,NA,NA,NA,NA,NA,NA,NA
2775,274,Wang et al. 2017d,105.47,31.27,17.3,826,Forest,NA,30,8.19,0.1671,-0.4435,0.9719,NA,NA,NA,NA,NA,NA,NA,NA,NA
2776,275,"Wang et al. 2010a, Wang et al. 2010b",103.92,28.97,17.3,1332.1,Forest,6,7.5,4.41,0.4976,0.443,0.072,0.5198,-0.3418,NA,NA,NA,0.7835,0.3258,NA,0.6131
