No.,Studies,Author.year,Longitude(o),Latitude(o),MAT (°„C),MAP(mm),Ecosystem,Restoration time (year),Soil depth (cm),ambient SOC(g kg-1),lnRR.SOC,lnRR.TN,lnRR.TP,lnRR.AN,lnRR.AP,lnRR.MBC,lnRR.MBN,lnRR.MBP,lnRR.invertase,lnRR.urease,lnRR.catalase,lnRR.phosphatase
1381,166,Yang 2014,109.34,36.85,8.9,535,Forest,35,35,1.7,0.9872,-0.1131,0.1397,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382,166,Yang 2014,109.34,36.85,8.9,535,Forest,45,35,1.7,1.3218,-0.236,0.2308,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383,166,Yang 2014,109.34,36.85,8.9,535,Forest,20,45,1.65,0.5553,0.0063,0.2413,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384,166,Yang 2014,109.34,36.85,8.9,535,Forest,35,45,1.65,0.8698,0.0332,0.2315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385,166,Yang 2014,109.34,36.85,8.9,535,Forest,45,45,1.65,1.3318,0.5985,0.261,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386,166,Yang 2014,109.34,36.85,8.9,535,Forest,20,55,1.6,0.586,-0.1774,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387,166,Yang 2014,109.34,36.85,8.9,535,Forest,35,55,1.6,0.8683,-0.1194,0.3317,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388,166,Yang 2014,109.34,36.85,8.9,535,Forest,45,55,1.6,1.4488,-0.0914,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389,166,Yang 2014,109.34,36.85,8.9,535,Forest,20,65,1.58,0.2665,-0.8538,0.3068,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390,166,Yang 2014,109.34,36.85,8.9,535,Forest,35,65,1.58,0.8643,-0.1997,0.2727,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391,166,Yang 2014,109.34,36.85,8.9,535,Forest,45,65,1.58,1.0604,-0.0863,0.2571,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392,166,Yang 2014,109.34,36.85,8.9,535,Forest,20,75,1.55,0.2549,-0.2778,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393,166,Yang 2014,109.34,36.85,8.9,535,Forest,35,75,1.55,0.721,0.213,0.3228,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394,166,Yang 2014,109.34,36.85,8.9,535,Forest,45,75,1.55,1.0932,0.2426,0.3366,NA,NA,NA,NA,NA,NA,NA,NA,NA
1395,166,Yang 2014,109.34,36.85,8.9,535,Forest,20,85,1.53,-0.5588,-0.5339,0.2778,NA,NA,NA,NA,NA,NA,NA,NA,NA
1396,166,Yang 2014,109.34,36.85,8.9,535,Forest,35,85,1.53,0.6523,-0.3666,0.2593,NA,NA,NA,NA,NA,NA,NA,NA,NA
1397,166,Yang 2014,109.34,36.85,8.9,535,Forest,45,85,1.53,0.2361,-0.1588,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA
1398,166,Yang 2014,109.34,36.85,8.9,535,Forest,20,95,1.5,0.2231,-0.3049,0.1643,NA,NA,NA,NA,NA,NA,NA,NA,NA
1399,166,Yang 2014,109.34,36.85,8.9,535,Forest,35,95,1.5,0.865,0.0194,0.0865,NA,NA,NA,NA,NA,NA,NA,NA,NA
1400,166,Yang 2014,109.34,36.85,8.9,535,Forest,45,95,1.5,-0.1335,0.0346,0.1022,NA,NA,NA,NA,NA,NA,NA,NA,NA
1401,166,Yang 2014,109.34,36.85,8.9,535,Forest,20,110,1.52,-0.9941,-0.6097,-0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA
1402,166,Yang 2014,109.34,36.85,8.9,535,Forest,35,110,1.52,0.9196,-0.2764,-0.1116,NA,NA,NA,NA,NA,NA,NA,NA,NA
1403,166,Yang 2014,109.34,36.85,8.9,535,Forest,45,110,1.52,0.7977,0.1402,-0.1096,NA,NA,NA,NA,NA,NA,NA,NA,NA
1404,166,Yang 2014,109.34,36.85,8.9,535,Forest,20,130,1.5,-1.5686,-0.8578,-0.0109,NA,NA,NA,NA,NA,NA,NA,NA,NA
1405,166,Yang 2014,109.34,36.85,8.9,535,Forest,35,130,1.5,0.5108,-0.7069,-0.0257,NA,NA,NA,NA,NA,NA,NA,NA,NA
1406,166,Yang 2014,109.34,36.85,8.9,535,Forest,45,130,1.5,0.6506,-0.5755,-0.0692,NA,NA,NA,NA,NA,NA,NA,NA,NA
1407,166,Yang 2014,109.34,36.85,8.9,535,Forest,20,150,1.48,-0.9674,-1.1608,-0.1156,NA,NA,NA,NA,NA,NA,NA,NA,NA
1408,166,Yang 2014,109.34,36.85,8.9,535,Forest,35,150,1.48,0.664,-0.9465,-0.1515,NA,NA,NA,NA,NA,NA,NA,NA,NA
1409,166,Yang 2014,109.34,36.85,8.9,535,Forest,45,150,1.48,-0.392,-0.4897,-0.1645,NA,NA,NA,NA,NA,NA,NA,NA,NA
1410,166,Yang 2014,109.34,36.85,8.9,535,Forest,20,170,1.47,-0.1133,-1.0525,-0.3226,NA,NA,NA,NA,NA,NA,NA,NA,NA
1411,166,Yang 2014,109.34,36.85,8.9,535,Forest,35,170,1.47,0.6923,-0.74,-0.3442,NA,NA,NA,NA,NA,NA,NA,NA,NA
1412,166,Yang 2014,109.34,36.85,8.9,535,Forest,45,170,1.47,0.0202,-0.7701,-0.3496,NA,NA,NA,NA,NA,NA,NA,NA,NA
1413,166,Yang 2014,109.34,36.85,8.9,535,Forest,20,190,1.46,-0.0155,-1.1241,-0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA
1414,166,Yang 2014,109.34,36.85,8.9,535,Forest,35,190,1.46,0.9598,-0.8936,-0.5642,NA,NA,NA,NA,NA,NA,NA,NA,NA
1415,166,Yang 2014,109.34,36.85,8.9,535,Forest,45,190,1.46,0.4043,-1.0879,-0.5879,NA,NA,NA,NA,NA,NA,NA,NA,NA
1416,166,Liu 2012,109.26,36.75,8.8,505.3,Forest,10,5,5.42,-0.0849,-0.4848,NA,NA,-1.5729,0.7302,0.0327,-1.5404,NA,NA,NA,NA
1417,166,Liu 2012,109.26,36.75,8.8,505.3,Forest,15,5,5.42,-1.3031,-0.9014,NA,NA,-1.5986,-0.4849,-0.11,-2.3514,NA,NA,NA,NA
1418,166,Liu 2012,109.26,36.75,8.8,505.3,Forest,30,5,5.42,-1.1696,-0.9351,NA,NA,-1.8438,-2.3944,-0.2066,-3.0445,NA,NA,NA,NA
1419,166,Liu 2012,109.26,36.75,8.8,505.3,Forest,38,5,5.42,-0.4764,-0.7763,NA,NA,-1.0952,0.5234,-0.8471,-1.2528,NA,NA,NA,NA
1420,166,Liu 2012,109.26,36.75,8.8,505.3,Forest,10,20,2.76,-1.2288,-0.9104,NA,NA,-0.4168,-0.4077,-1.9605,-1.1701,NA,NA,NA,NA
1421,166,Liu 2012,109.26,36.75,8.8,505.3,Forest,15,20,2.76,0.6662,0.53,NA,NA,-0.495,-1.6604,-2.2056,-1.4214,NA,NA,NA,NA
1422,166,Liu 2012,109.26,36.75,8.8,505.3,Forest,30,20,2.76,0.0178,-0.9674,NA,NA,-0.6499,2.0531,0.177,-0.265,NA,NA,NA,NA
1423,166,Liu 2012,109.26,36.75,8.8,505.3,Forest,38,20,2.76,1.0156,0.7943,NA,NA,-0.7906,0.8653,0.0398,-1.3863,NA,NA,NA,NA
1424,166,Liu 2012,109.26,36.75,8.8,505.3,Forest,10,45,1.27,1.2765,0.3524,NA,NA,-0.2478,0.8391,-0.0395,-1.6977,NA,NA,NA,NA
1425,166,Liu 2012,109.26,36.75,8.8,505.3,Forest,15,45,1.27,1.0911,0.3009,NA,NA,0.9156,2.4827,-0.0537,1.0844,NA,NA,NA,NA
1426,166,Liu 2012,109.26,36.75,8.8,505.3,Forest,30,45,1.27,1.0041,0.2905,NA,NA,0.7374,1.6354,-0.8056,0.8249,NA,NA,NA,NA
1427,166,Liu 2012,109.26,36.75,8.8,505.3,Forest,38,45,1.27,0.5986,0.1291,NA,NA,0.4464,1.1693,-1.7372,0.2147,NA,NA,NA,NA
1428,166,Liu 2012,109.26,36.76,8.8,505.3,Forest,5,5,5.42,-0.3966,-0.5847,NA,NA,-1.3867,-0.1972,-2.5647,-1.6184,NA,NA,NA,NA
1429,166,Liu 2012,109.26,36.76,8.8,505.3,Forest,20,5,5.42,-1.1266,-1.2779,NA,NA,-1.6193,-3.0875,-4.1051,-2.0466,NA,NA,NA,NA
1430,166,Liu 2012,109.26,36.76,8.8,505.3,Forest,5,20,2.76,0.6813,0.5008,NA,NA,-0.4389,1.9091,-0.0988,-1.7069,NA,NA,NA,NA
1431,166,Liu 2012,109.26,36.76,8.8,505.3,Forest,20,20,2.76,-0.7716,-0.2411,NA,NA,-0.7632,0.2114,-0.3169,-2.6803,NA,NA,NA,NA
1432,166,Liu 2012,109.26,36.76,8.8,505.3,Forest,5,45,1.27,1.7095,0.5957,NA,NA,-0.014,2.8035,-0.167,-0.8795,NA,NA,NA,NA
1433,166,Liu 2012,109.26,36.76,8.8,505.3,Forest,20,45,1.27,0.2452,-0.1539,NA,NA,-0.1623,0.8391,-0.3901,-1.7268,NA,NA,NA,NA
1434,166,Han et al. 2017,109.25,36.78,8.8,510,Forest,13,10,3.2,0.6614,0.4055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1435,166,Han et al. 2017,109.25,36.78,8.8,510,Forest,25,10,3.2,0.9769,0.5596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1436,166,Han et al. 2017,109.25,36.78,8.8,510,Forest,39,10,3.2,1.4469,0.9163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1437,166,Zhang et al. 2018a,109.25,36.78,8.8,504,Forest,9,10,3.91,-0.0285,0.0206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1438,166,Zhang et al. 2018a,109.25,36.78,8.8,504,Forest,9,30,3.55,-0.2517,-0.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1439,166,Zhang et al. 2018a,109.25,36.78,8.8,504,Forest,9,50,2.67,-0.2497,-0.2973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1440,166,Zhang et al. 2018a,109.25,36.78,8.8,504,Forest,17,10,3.91,-0.0994,-0.0645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1441,166,Zhang et al. 2018a,109.25,36.78,8.8,504,Forest,17,30,3.55,-0.2553,-0.2392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1442,166,Zhang et al. 2018a,109.25,36.78,8.8,504,Forest,17,50,2.67,0.0112,-0.1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1443,166,Zhang et al. 2018a,109.25,36.78,8.8,504,Forest,30,10,3.91,0.3042,0.1361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1444,166,Zhang et al. 2018a,109.25,36.78,8.8,504,Forest,30,30,3.55,-0.0085,-0.1613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1445,166,Zhang et al. 2018a,109.25,36.78,8.8,504,Forest,30,50,2.67,0.0929,-0.2231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1446,166,Zhang et al. 2018a,109.25,36.78,8.8,504,Forest,37,10,3.91,0.6175,0.5596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1447,166,Zhang et al. 2018a,109.25,36.78,8.8,504,Forest,37,30,3.55,-0.1038,0.0619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1448,166,Zhang et al. 2018a,109.25,36.78,8.8,504,Forest,37,50,2.67,-0.0304,0.3159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1449,166,Yang et al. 2018c,109.25,36.78,9.1,497,Forest,20,10,9.01,0.5579,0.5335,0.3417,NA,0.0057,0.6717,0.2705,NA,NA,NA,NA,NA
1450,166,Zhang et al. 2019a,109.24,36.74,8.8,510,Forest,10,5,3.58,0.3942,0.2305,0.0803,NA,-0.2599,NA,NA,NA,NA,NA,NA,NA
1451,166,Zhang et al. 2019a,109.24,36.74,8.8,510,Forest,15,5,3.58,0.6663,0.4606,0.1514,NA,-0.2966,NA,NA,NA,NA,NA,NA,NA
1452,166,Zhang et al. 2019a,109.24,36.74,8.8,510,Forest,25,5,3.58,1.0855,0.8724,0.2568,NA,-0.5398,NA,NA,NA,NA,NA,NA,NA
1453,166,Zhang et al. 2019a,109.24,36.74,8.8,510,Forest,35,5,3.58,1.2504,1.0685,0.3222,NA,-0.7115,NA,NA,NA,NA,NA,NA,NA
1454,166,Sun et al. 2017,109.27,36.77,NA,NA,Forest,10,2.5,4.63,0.1689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1455,166,Sun et al. 2017,109.27,36.77,NA,NA,Forest,15,2.5,4.63,0.2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1456,166,Sun et al. 2017,109.27,36.77,NA,NA,Forest,20,2.5,4.63,0.4322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1457,166,Sun et al. 2017,109.27,36.77,NA,NA,Forest,30,2.5,4.63,0.5479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1458,166,Sun et al. 2017,109.27,36.77,NA,NA,Forest,40,2.5,4.63,0.6117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1459,166,Wang et al. 2017a,109.25,36.73,8.8,510,Forest,10,10,3.27,0.1208,0.0377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1460,166,Wang et al. 2017a,109.25,36.73,8.8,510,Forest,20,10,3.27,0.2238,0.0377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1461,166,Wang et al. 2017a,109.25,36.73,8.8,510,Forest,30,10,3.27,0.4306,0.0918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1462,166,Wang et al. 2017a,109.25,36.73,8.8,510,Forest,40,10,3.27,0.9576,0.5261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1463,167,Min 2007,109.25,36.74,8.8,500,Non-forest,4,12.5,2.74,0.3912,0.3222,0.1035,0.2635,0.133,NA,NA,NA,0.3959,0.1911,NA,1.6642
1464,167,Min 2007,109.25,36.74,8.8,500,Non-forest,5,12.5,2.74,0.2919,0.2897,0.018,0.4807,0.0894,NA,NA,NA,0.4818,-0.0918,NA,1.0881
1465,167,Zhang 2010c,109.27,36.73,8.8,549.1,Non-forest,5,10,2.08,0.0357,0.0808,-0.2288,-0.4055,-0.2263,NA,NA,NA,0.0202,0.1436,0.3438,0.2671
1466,167,Zhang 2010c,109.27,36.73,8.8,549.1,Non-forest,5,30,2.15,0.1733,-0.1001,0,0.0112,0.019,NA,NA,NA,0.0492,-0.0702,0,0.3254
1467,167,Zhang 2010c,109.27,36.73,8.8,549.1,Non-forest,5,50,1.89,0.1559,-0.0995,-0.0328,0.2015,-0.0561,NA,NA,NA,0,0.1011,0.149,0.3747
1468,167,Zhang et al. 2013a,109.26,36.73,8.8,510,Non-forest,15,5,3.33,0.4164,0.2814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1469,167,Zhang et al. 2013a,109.26,36.73,8.8,510,Non-forest,15,15,2.89,0.1655,0.1144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1470,167,Zhang et al. 2013a,109.26,36.73,8.8,510,Non-forest,15,30,2.63,0.0076,0.3704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1471,167,Zhang et al. 2013a,109.26,36.73,8.8,510,Non-forest,15,50,2.62,0.0301,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1472,167,Zhang et al. 2013a,109.26,36.73,8.8,510,Non-forest,15,70,2.42,0.0756,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1473,167,Zhang et al. 2013a,109.26,36.73,8.8,510,Non-forest,15,90,2.34,0.1319,0.0715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1474,167,Yang et al. 2018c,109.25,36.78,9.1,497,Non-forest,NA,10,9.01,0.1299,0.2066,-0.0572,NA,0.017,0.2544,0.2523,NA,NA,NA,NA,NA
1475,167,Liu et al. 2018a,109.25,36.74,8.8,513,Non-forest,NA,5,7.8,-0.2458,0.3365,NA,NA,-1.0726,1.0415,-0.1328,-0.2518,NA,NA,NA,NA
1476,167,Liu et al. 2018a,109.25,36.74,8.8,513,Non-forest,NA,20,9,-0.608,0.3365,NA,NA,-0.6041,0.796,-0.9915,0.1409,NA,NA,NA,NA
1477,167,Liu et al. 2018a,109.25,36.74,8.8,513,Non-forest,NA,45,6,-1.6964,0,NA,NA,0.4055,0.6018,-1.5361,-0.7151,NA,NA,NA,NA
1478,168,"Xue et al. 2007, Dai et al. 2008",109.25,36.78,8.8,505.3,Non-forest,30,10,2.74,0.7395,0.6654,0.0531,0.7696,0.3469,0.8541,0.7751,0.5209,0.7236,1.1401,0.3478,1.4336
1479,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,10,5,3.83,0.2385,0.1252,-0.0328,NA,-0.6621,NA,NA,NA,NA,NA,NA,NA
1480,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,17,5,3.83,0.1732,0.2538,-0.1018,NA,-0.8461,NA,NA,NA,NA,NA,NA,NA
1481,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,26,5,3.83,1.0023,0.7885,-0.069,NA,-0.8303,NA,NA,NA,NA,NA,NA,NA
1482,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,30,5,3.83,0.7178,0.7366,-0.0886,NA,-0.9397,NA,NA,NA,NA,NA,NA,NA
1483,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,34,5,3.83,1.0823,0.7472,-0.0886,NA,-1.3946,NA,NA,NA,NA,NA,NA,NA
1484,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,40,5,3.83,0.7526,0.8755,-0.0328,NA,-0.7252,NA,NA,NA,NA,NA,NA,NA
1485,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,50,5,3.83,0.5761,0.8085,-0.1018,NA,-0.4869,NA,NA,NA,NA,NA,NA,NA
1486,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,10,15,3.85,-0.3085,-0.2231,-0.087,NA,-0.4447,NA,NA,NA,NA,NA,NA,NA
1487,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,17,15,3.85,-0.3085,-0.1178,-0.0886,NA,-0.6228,NA,NA,NA,NA,NA,NA,NA
1488,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,26,15,3.85,0.2449,0.2364,-0.0886,NA,-0.0953,NA,NA,NA,NA,NA,NA,NA
1489,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,30,15,3.85,0.2113,0.2007,0.0317,NA,-0.0774,NA,NA,NA,NA,NA,NA,NA
1490,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,34,15,3.85,0.3534,0.1054,0.016,NA,-0.1445,NA,NA,NA,NA,NA,NA,NA
1491,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,40,15,3.85,0.006,0.2877,0.0488,NA,0.1206,NA,NA,NA,NA,NA,NA,NA
1492,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,50,15,3.85,0.2752,0.4974,0.0496,NA,-0.3445,NA,NA,NA,NA,NA,NA,NA
1493,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,10,25,3.67,-0.5938,-0.4884,0.0496,NA,-0.1611,NA,NA,NA,NA,NA,NA,NA
1494,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,17,25,3.67,-0.5938,-0.3185,0.016,NA,-0.0115,NA,NA,NA,NA,NA,NA,NA
1495,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,26,25,3.67,0.0403,0.0225,-0.0328,NA,-0.3438,NA,NA,NA,NA,NA,NA,NA
1496,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,30,25,3.67,-0.3177,-0.1206,-0.0339,NA,-0.0419,NA,NA,NA,NA,NA,NA,NA
1497,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,34,25,3.67,-0.1798,-0.0465,-0.0522,NA,0.235,NA,NA,NA,NA,NA,NA,NA
1498,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,40,25,3.67,-0.2204,-0.1206,-0.1072,NA,0.1169,NA,NA,NA,NA,NA,NA,NA
1499,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,50,25,3.67,-0.0998,-0.023,0.0924,NA,-0.053,NA,NA,NA,NA,NA,NA,NA
1500,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,10,35,3.35,-0.6262,-0.2973,0.0473,NA,-0.2051,NA,NA,NA,NA,NA,NA,NA
1501,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,17,35,3.35,-0.6262,-0.2231,0.0488,NA,-0.3102,NA,NA,NA,NA,NA,NA,NA
1502,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,26,35,3.35,-0.0227,0.0556,0.0656,NA,-0.3826,NA,NA,NA,NA,NA,NA,NA
1503,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,30,35,3.35,-0.3807,-0.1881,0.0656,NA,-0.4917,NA,NA,NA,NA,NA,NA,NA
1504,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,34,35,3.35,-0.1713,-0.1881,0.0625,NA,-0.158,NA,NA,NA,NA,NA,NA,NA
1505,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,40,35,3.35,-0.1963,-0.1214,-0.0163,NA,-0.1874,NA,NA,NA,NA,NA,NA,NA
1506,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,50,35,3.35,-0.1713,0.2288,0,NA,-0.236,NA,NA,NA,NA,NA,NA,NA
1507,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,10,50,2.44,-0.3601,-0.3909,0,NA,-0.0615,NA,NA,NA,NA,NA,NA,NA
1508,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,17,50,2.44,-0.3601,-0.2305,0,NA,-0.3185,NA,NA,NA,NA,NA,NA,NA
1509,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,26,50,2.44,0.1146,-0.0606,0.0317,NA,-0.032,NA,NA,NA,NA,NA,NA,NA
1510,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,30,50,2.44,-0.116,-0.3075,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1511,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,34,50,2.44,0.1061,-0.4353,0,NA,0.0883,NA,NA,NA,NA,NA,NA,NA
1512,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,40,50,2.44,0.0351,-0.1942,0.0168,NA,-0.1345,NA,NA,NA,NA,NA,NA,NA
1513,168,Zhang 2010a,109.25,36.74,8.8,500,Non-forest,50,50,2.44,0.0511,0.1372,0.0333,NA,0.1459,NA,NA,NA,NA,NA,NA,NA
1514,168,Min 2007,109.25,36.74,8.8,500,Non-forest,5,12.5,2.74,0.1401,-0.0141,-0.1361,-0.1006,0.7271,NA,NA,NA,0.2288,0.3878,NA,0.2478
1515,168,Min 2007,109.25,36.74,8.8,500,Non-forest,13,12.5,2.74,0.4264,0.3841,-0.0183,0.5576,-0.615,NA,NA,NA,0.3895,0.3758,NA,1.2792
1516,168,Min 2007,109.25,36.74,8.8,500,Non-forest,20,12.5,2.74,0.8551,0.6888,0.0702,0.9192,0.7562,NA,NA,NA,0.8056,1.2503,NA,1.0986
1517,168,Min 2007,109.25,36.74,8.8,500,Non-forest,25,12.5,2.74,0.8905,0.8441,0,0.9192,-0.3013,NA,NA,NA,1.0262,1.0868,NA,1.5179
1518,168,Min 2007,109.25,36.74,8.8,500,Non-forest,30,12.5,2.74,0.7397,0.665,0.0531,0.7691,-0.0586,NA,NA,NA,0.7259,-0.4877,NA,1.4171
1519,168,Min 2007,109.25,36.74,8.8,500,Non-forest,15,12.5,2.74,0.5764,0.4002,-0.0183,0.5012,-0.0415,NA,NA,NA,0.3699,-0.7472,NA,0.9769
1520,168,Min 2007,109.25,36.74,8.8,500,Non-forest,25,12.5,2.74,1.3104,0.9742,0.1358,1.2229,0.6705,NA,NA,NA,1.2349,0.8168,NA,1.2071
1521,168,Min 2007,109.25,36.74,8.8,500,Non-forest,30,12.5,2.74,0.7397,0.665,0.0531,0.7691,-0.0082,NA,NA,NA,0.7259,-0.4877,NA,1.4171
1522,168,Zhang 2010c,109.27,36.73,8.8,549.1,Non-forest,10,10,2.08,0.8128,0.1394,0.1278,0.3631,0.1079,NA,NA,NA,0.5664,-0.0843,0.6802,0.5149
1523,168,Zhang 2010c,109.27,36.73,8.8,549.1,Non-forest,10,30,2.15,0.4495,0.0465,-0.069,0.4272,-0.0594,NA,NA,NA,0.2181,0.5669,-0.0702,0.5705
1524,168,Zhang 2010c,109.27,36.73,8.8,549.1,Non-forest,10,50,1.89,0.5047,-0.1594,-0.0328,0.54,-0.0183,NA,NA,NA,0.1005,0.293,0.1178,0.6931
1525,168,"Dong et al. 2010, Dong 2014",109.26,36.74,8.8,549.1,Non-forest,34,2.5,8.71,1.0612,0.7249,NA,NA,0.8516,1.4766,1.7878,2.0755,1.0181,0.3339,NA,0.9132
1526,168,"Dong et al. 2010, Dong 2014",109.26,36.74,8.8,549.1,Non-forest,34,2.5,8.71,0.696,0.478,NA,NA,0.2492,1.1577,0.9665,1.5052,0.5683,0.4169,NA,0.7657
1527,168,"Dong et al. 2010, Dong 2014",109.26,36.74,8.8,549.1,Non-forest,34,7.5,9.04,0.4003,0.2007,NA,NA,0.0924,1.0812,1.1423,1.4564,0.8642,0.1482,NA,0.5975
1528,168,"Dong et al. 2010, Dong 2014",109.26,36.74,8.8,549.1,Non-forest,34,7.5,9.04,0.2562,0.1335,NA,NA,-0.5677,0.642,NA,0.7606,0.3789,0.0711,NA,0.4854
1529,168,"Dong et al. 2010, Dong 2014",109.26,36.74,8.8,549.1,Non-forest,34,15,7.66,-0.1444,-0.2513,NA,NA,-0.5026,0.6104,0.175,1.0068,0.2607,-0.0447,NA,0.1277
1530,168,"Dong et al. 2010, Dong 2014",109.26,36.74,8.8,549.1,Non-forest,34,15,7.66,0.073,-0.0377,NA,NA,-0.8535,0.5059,-0.7199,0.7893,0.2036,0.016,NA,0.3256
1531,168,"Dong et al. 2010, Dong 2014",109.26,36.74,8.8,549.1,Non-forest,34,30,5.71,-0.4613,-0.7963,NA,NA,NA,NA,NA,NA,-0.807,-0.1412,NA,-0.0928
1532,168,"Dong et al. 2010, Dong 2014",109.26,36.74,8.8,549.1,Non-forest,34,30,5.71,-0.2118,-0.5645,NA,NA,NA,NA,NA,NA,-0.2468,-0.2314,NA,0.1271
1533,168,"Xue et al. 2008, Wei et al. 2010",109.25,36.77,8.8,505.3,Non-forest,7,10,2.74,0.1394,-0.0138,-0.1322,-0.1001,-0.4085,0.34,0.0788,-0.0302,0.2296,0.2826,0.4263,0.283
1534,168,"Xue et al. 2008, Wei et al. 2010",109.25,36.77,8.8,505.3,Non-forest,13,10,2.74,0.4271,0.3842,-0.0128,0.5576,-0.2095,0.4057,0.3529,0.115,0.3727,0.4122,0.4925,1.3058
1535,168,"Xue et al. 2008, Wei et al. 2010",109.25,36.77,8.8,505.3,Non-forest,20,10,2.74,0.8561,0.689,0.07,0.9195,0.3118,0.6474,0.7188,0.5226,0.8002,0.8957,0.5626,1.1284
1536,168,"Xue et al. 2008, Wei et al. 2010",109.25,36.77,8.8,505.3,Non-forest,25,10,2.74,0.8927,0.8442,0.0073,0.9195,0.1041,0.781,0.7411,0.4959,1.0262,1.1087,0.5302,1.5494
